coverage_target,clean_n,clean_empirical_coverage,clean_mean_width,clean_interval_score
0.55,3816,0.4981656184486373,17.899825553001104,40.66420542727093
0.6,3816,0.5429769392033543,20.14614113383981,43.07933620653733
0.65,3816,0.5870020964360587,22.468622252941913,45.84309973204189
0.7,3816,0.65041928721174,25.013715129141005,48.91984950780571
0.75,3816,0.6962788259958071,28.075833847907916,52.56398765383406
0.8,3816,0.7403039832285115,31.717190531708347,56.97608233482225
