p,q,aic,bic,stable,intl_block_p,lb_pvalue,lb_lag,n_obs,train_lb_pass,train_intl_pass,oos_rmse_chg,oos_mae_chg,oos_rmse_level,oos_mae_level,oos_mape_level_pct,full_lb_pvalue,full_lb_lag,full_stable,full_intl_block_p,full_n_obs,full_lb_pass
19,27,-4279.237824225529,-3959.3332071214904,True,6.014904718165206e-16,0.4797984457336475,24,1095,True,True,0.03909320713569359,0.024873279048728766,0.4827043091555652,0.3126011799517199,0.024872175361187562,0.0038984109697409656,24,True,9.405189879194495e-24,2911,False
18,32,-4279.398550468582,-3939.4998947955405,True,5.3754386786890415e-21,0.4853309600701011,23,1095,True,True,0.03909520585610592,0.024909280545648768,0.48244772506053885,0.3128830581636086,0.024908106297105666,0.005659333685823481,23,True,2.4479218118129602e-27,2901,False
14,15,-4280.173145112144,-4045.243191926366,True,4.022197024697164e-12,0.2345542939695193,19,1095,True,True,0.03910011608887493,0.024612407551554742,0.48261228328249406,0.3094974799906417,0.024611245507879857,0.0025925811122702344,19,True,9.315344719330635e-19,2935,False
18,33,-4278.044487871752,-3933.14732255646,True,1.4412016759789978e-21,0.5057421119821439,23,1095,True,True,0.0391157342016339,0.02493667549857954,0.48282874812882737,0.31326302955221597,0.02493552961852631,0.0049651721187855095,23,True,1.7400892736743738e-28,2899,False
14,13,-4273.780938838442,-4048.848004937165,True,6.709723808045115e-11,0.28776565508063523,19,1095,True,True,0.03911912965945915,0.024579192651181983,0.48344753289251713,0.30916019042699766,0.024578038162485823,0.0010775291929632123,19,True,1.1078345655652551e-20,2938,False
19,33,-4276.232569787641,-3926.336894830099,True,2.738661205731815e-21,0.5015951214586376,24,1095,True,True,0.039141835313256705,0.024949022941762527,0.48312289302866024,0.31340683050592527,0.024947876220591164,0.004831153839242873,24,True,1.1836581738231716e-28,2899,False
10,3,-4200.238559976737,-4045.2847610669683,True,9.849713183248689e-08,0.06336374653788232,15,1095,True,True,0.03915293199225005,0.024241824840825477,0.48469272545742226,0.3052187531555956,0.024240658979673094,5.478466000329712e-09,15,True,1.4134808800674817e-17,2952,False
21,34,-4276.003651735717,-3911.1124478514225,True,4.39120980361873e-21,0.4838321018477002,26,1095,True,True,0.039208297939454156,0.024957845152400994,0.48383066446249995,0.3134612365196159,0.024956674836825066,0.053497775615890225,26,True,2.6573707655824e-29,2897,True
18,34,-4279.141582021883,-3929.2459070643404,True,1.823883646896251e-21,0.535179013783661,23,1095,True,True,0.039209057532397514,0.024998605558292808,0.4838532288448118,0.3139844782654915,0.024997450741874528,0.005575000165761143,23,True,3.103041661925346e-28,2897,False
18,35,-4277.288713668084,-3922.394529068291,True,6.722515607758577e-22,0.5158336960600226,23,1095,True,True,0.03921120070552393,0.025036907656780013,0.483776209034791,0.3143569678961263,0.025035721780002556,0.006500086849158647,23,True,1.5416327218983417e-28,2895,False
