기간,휘발유(95RON),휘발유(92RON),등유,경유(0.001%),경유(0.05%),고유황중유(180cst/3.5%),나프타
09년06월06일,,,,,,,
09년06월07일,,,,,,,
09년06월08일,77.24,74.58,72.95,,73.91,60.45,61.23
09년06월09일,77.12,74.68,75.39,,76.26,61.44,62.02
09년06월10일,77.14,75.11,78.68,,78.68,62.72,64.99
09년06월11일,77.72,75.68,78.93,,79.39,62.39,65.88
09년06월12일,79.87,77.84,78.58,,79.38,61.54,67.86
09년06월13일,,,,,,,
09년06월14일,,,,,,,
09년06월15일,78.67,76.63,78.06,,78.39,60.93,67.42
09년06월16일,78.65,76.61,78.0,,78.32,60.76,68.04
09년06월17일,78.1,76.36,78.18,,78.04,61.47,67.3
09년06월18일,77.98,76.28,80.39,,79.76,62.75,67.79
09년06월19일,79.5,77.46,79.58,,79.26,63.97,68.72
09년06월20일,,,,,,,
09년06월21일,,,,,,,
09년06월22일,76.16,74.11,77.3,,76.88,61.85,66.07
09년06월23일,73.15,71.1,74.55,,74.2,59.82,63.67
09년06월24일,74.88,72.55,76.67,,76.41,61.86,66.63
09년06월25일,75.46,73.13,76.56,,76.27,61.97,66.53
09년06월26일,77.71,75.38,77.78,,77.75,63.47,67.92
09년06월27일,,,,,,,
09년06월28일,,,,,,,
09년06월29일,76.17,73.71,75.7,,75.79,62.05,66.88
09년06월30일,79.42,77.28,78.57,,78.85,64.94,70.11
09년07월01일,76.68,74.66,76.58,,76.87,64.52,68.3
09년07월02일,75.13,73.1,73.97,,74.25,62.93,66.79
09년07월03일,73.3,71.35,72.48,,72.58,62.26,65.46
09년07월04일,,,,,,,
09년07월05일,,,,,,,
09년07월06일,70.26,68.31,70.43,,70.45,59.76,64.3
09년07월07일,70.8,68.85,70.68,,70.08,59.48,64.01
09년07월08일,69.59,67.64,70.31,,69.09,58.54,61.26
09년07월09일,68.51,66.56,69.02,,68.13,58.34,60.64
09년07월10일,67.55,65.4,68.51,,67.59,58.64,60.07
09년07월11일,,,,,,,
09년07월12일,,,,,,,
09년07월13일,67.05,64.97,67.28,,66.95,58.71,58.52
09년07월14일,67.9,65.86,67.59,,67.33,59.85,59.06
09년07월15일,68.12,66.08,67.77,,67.36,60.82,59.22
09년07월16일,70.05,68.01,69.26,,68.75,61.43,59.92
09년07월17일,70.62,68.73,70.13,,69.47,60.99,60.46
09년07월18일,,,,,,,
09년07월19일,,,,,,,
09년07월20일,73.54,71.65,73.8,,72.97,63.17,62.63
09년07월21일,73.07,71.18,74.49,,73.4,62.83,62.86
09년07월22일,73.77,71.73,73.93,,72.77,62.26,62.04
09년07월23일,74.94,73.0,74.24,,73.39,63.44,63.22
09년07월24일,77.69,75.95,77.15,,76.51,65.9,65.56
09년07월25일,,,,,,,
09년07월26일,,,,,,,
09년07월27일,78.37,76.63,77.97,,77.49,66.31,66.78
09년07월28일,78.23,76.43,78.13,,77.75,65.33,66.32
09년07월29일,75.63,73.83,75.63,,75.48,63.65,63.68
09년07월30일,74.87,72.75,72.54,,72.84,61.6,62.18
09년07월31일,79.97,77.76,75.61,,75.95,64.68,65.94
09년08월01일,,,,,,,
09년08월02일,,,,,,,
09년08월03일,83.25,81.04,78.04,,78.38,67.38,69.26
09년08월04일,83.51,81.5,78.49,,78.77,67.27,70.24
09년08월05일,83.91,81.99,79.65,,80.41,68.16,71.23
09년08월06일,84.28,82.36,82.21,,82.85,68.7,72.91
09년08월07일,83.68,81.67,80.48,,81.58,66.72,71.29
09년08월08일,,,,,,,
09년08월09일,,,,,,,
09년08월10일,,,,,,,
09년08월11일,84.67,82.47,80.03,,81.53,66.7,72.93
09년08월12일,83.5,81.3,78.24,,79.7,66.38,70.82
09년08월13일,83.64,81.62,79.44,,81.05,67.89,70.25
09년08월14일,83.72,81.48,80.1,,81.43,67.91,70.61
09년08월15일,,,,,,,
09년08월16일,,,,,,,
09년08월17일,78.25,76.31,75.77,,77.2,64.21,67.97
09년08월18일,78.86,77.02,76.55,,78.06,65.39,68.83
09년08월19일,79.71,77.86,77.34,,78.84,66.33,70.53
09년08월20일,82.2,80.18,79.84,,81.28,68.36,71.68
09년08월21일,81.98,79.83,78.66,,79.96,67.73,70.37
09년08월22일,,,,,,,
09년08월23일,,,,,,,
09년08월24일,83.03,80.76,80.09,,80.96,68.18,70.33
09년08월25일,82.35,80.13,79.71,,80.57,67.8,70.31
09년08월26일,82.22,80.0,78.79,,79.43,67.66,70.07
09년08월27일,80.54,78.34,77.15,,78.48,68.09,69.54
09년08월28일,81.68,79.78,78.45,,79.78,69.29,71.04
09년08월29일,,,,,,,
09년08월30일,,,,,,,
09년08월31일,79.97,78.53,77.06,,78.53,67.44,70.12
09년09월01일,78.47,76.94,77.03,,77.85,67.22,69.65
09년09월02일,77.19,75.45,75.02,,75.73,65.73,67.55
09년09월03일,78.2,76.47,75.82,,76.29,66.02,69.64
09년09월04일,77.31,75.58,73.8,,75.45,65.44,67.5
09년09월05일,,,,,,,
09년09월06일,,,,,,,
09년09월07일,76.1,74.47,73.35,,74.9,65.31,67.85
09년09월08일,76.05,74.35,74.16,,75.28,65.37,67.05
09년09월09일,78.15,76.44,75.63,,76.79,66.7,68.77
09년09월10일,78.4,76.69,76.59,,77.75,67.02,68.85
09년09월11일,77.4,75.64,75.66,,76.71,66.11,68.84
09년09월12일,,,,,,,
09년09월13일,,,,,,,
09년09월14일,74.95,73.19,73.07,,74.06,64.56,67.07
09년09월15일,74.79,73.15,73.5,,74.34,65.52,67.21
09년09월16일,76.55,74.96,75.25,,75.33,66.72,67.96
09년09월17일,79.97,78.02,77.35,,77.15,67.61,69.94
09년09월18일,78.87,76.95,77.35,,77.0,66.66,68.48
09년09월19일,,,,,,,
09년09월20일,,,,,,,
09년09월21일,,,,,,,
09년09월22일,77.26,75.36,75.83,,75.58,65.95,67.25
09년09월23일,77.73,75.84,77.53,,77.01,66.75,67.32
09년09월24일,72.95,71.11,74.54,,73.99,64.58,65.36
09년09월25일,69.32,67.47,72.4,,71.56,63.16,63.15
09년09월26일,,,,,,,
09년09월27일,,,,,,,
09년09월28일,68.53,66.69,71.63,,70.92,62.85,61.81
09년09월29일,70.18,68.34,72.34,,72.05,63.39,62.59
09년09월30일,70.47,68.63,72.35,,72.27,62.94,61.64
09년10월01일,74.87,72.26,74.74,,74.96,64.78,63.38
09년10월02일,72.7,71.38,74.48,,74.3,64.08,63.31
09년10월03일,,,,,,,
09년10월04일,,,,,,,
09년10월05일,71.05,69.79,73.8,,73.31,63.85,63.79
09년10월06일,73.06,71.8,74.64,,73.86,64.86,65.66
09년10월07일,73.66,71.78,75.48,,74.82,65.79,65.82
09년10월08일,71.39,69.69,74.12,,73.81,65.29,64.14
09년10월09일,73.8,71.99,75.36,,74.92,66.24,65.09
09년10월10일,,,,,,,
09년10월11일,,,,,,,
09년10월12일,74.27,72.46,77.21,,76.99,66.83,65.18
09년10월13일,74.83,73.39,78.92,,78.77,66.69,66.44
09년10월14일,75.89,74.45,79.43,,80.33,66.82,66.91
09년10월15일,77.16,75.43,80.51,,81.32,67.19,67.89
09년10월16일,79.54,77.74,82.17,,83.09,69.28,70.41
09년10월17일,,,,,,,
09년10월18일,,,,,,,
09년10월19일,80.14,78.39,83.37,,84.11,70.11,71.45
09년10월20일,80.82,79.33,83.75,,84.45,70.59,72.14
09년10월21일,80.29,78.8,83.37,,84.04,70.19,72.11
09년10월22일,82.59,80.93,85.29,,86.29,71.41,74.4
09년10월23일,83.7,82.06,86.31,,87.2,72.0,74.99
09년10월24일,,,,,,,
09년10월25일,,,,,,,
09년10월26일,82.96,81.33,85.95,,86.54,72.11,74.81
09년10월27일,82.69,81.06,84.57,,85.13,71.62,74.88
09년10월28일,83.08,81.32,84.25,,85.04,71.31,75.14
09년10월29일,80.21,78.45,82.92,,83.43,70.23,73.34
09년10월30일,82.38,80.63,84.5,,85.44,71.49,74.48
09년10월31일,,,,,,,
09년11월01일,,,,,,,
09년11월02일,80.25,78.49,82.87,,83.69,69.83,72.67
09년11월03일,80.85,79.09,83.6,,84.68,70.65,73.13
09년11월04일,81.47,79.72,85.58,,86.23,72.45,74.63
09년11월05일,82.02,80.27,85.81,,85.98,72.86,74.63
09년11월06일,82.56,80.75,86.11,,86.21,73.01,74.92
09년11월07일,,,,,,,
09년11월08일,,,,,,,
09년11월09일,80.84,79.03,84.7,,84.55,71.8,74.34
09년11월10일,82.06,80.17,85.15,,84.59,71.98,75.14
09년11월11일,83.26,80.74,86.0,,85.24,72.86,75.6
09년11월12일,82.46,80.68,85.32,,84.92,73.23,76.51
09년11월13일,80.92,78.89,83.8,,83.45,71.84,75.81
09년11월14일,,,,,,,
09년11월15일,,,,,,,
09년11월16일,82.24,79.39,83.44,,82.93,72.15,76.13
09년11월17일,83.15,80.41,84.81,,84.15,72.48,76.86
09년11월18일,84.13,81.69,87.64,,86.56,73.6,79.19
09년11월19일,83.3,81.19,86.99,,85.8,73.28,78.23
09년11월20일,82.05,80.29,85.5,,84.36,72.23,77.2
09년11월21일,,,,,,,
09년11월22일,,,,,,,
09년11월23일,82.55,80.76,85.4,,84.38,72.5,78.21
09년11월24일,81.45,79.66,84.8,,83.68,72.19,77.08
09년11월25일,80.89,79.1,84.27,,83.42,72.2,77.72
09년11월26일,81.42,79.63,84.02,,83.53,73.24,78.51
09년11월27일,,,,,,,
09년11월28일,,,,,,,
09년11월29일,,,,,,,
09년11월30일,81.63,79.86,84.64,,84.19,73.28,79.06
09년12월01일,83.53,81.81,85.97,,85.32,74.54,81.08
09년12월02일,84.26,81.65,87.04,,86.01,74.2,82.4
09년12월03일,84.18,81.57,85.56,,84.83,74.2,80.66
09년12월04일,83.33,80.82,85.15,,84.0,73.38,79.52
09년12월05일,,,,,,,
09년12월06일,,,,,,,
09년12월07일,82.62,80.16,84.78,,83.83,73.25,78.54
09년12월08일,81.6,79.35,84.09,,83.6,73.04,79.21
09년12월09일,81.23,78.63,83.32,,82.94,72.69,79.97
09년12월10일,78.81,75.91,79.94,,79.43,70.67,76.73
09년12월11일,78.06,75.01,79.61,,78.74,70.03,75.63
09년12월12일,,,,,,,
09년12월13일,,,,,,,
09년12월14일,78.09,74.91,79.24,,78.23,69.0,74.07
09년12월15일,78.16,75.01,79.52,,77.91,69.34,75.11
09년12월16일,79.29,76.16,80.87,,79.02,70.79,76.28
09년12월17일,79.82,76.61,81.7,,79.87,71.55,76.36
09년12월18일,79.46,76.26,81.78,,79.69,71.49,76.64
09년12월19일,,,,,,,
09년12월20일,,,,,,,
09년12월21일,80.41,77.16,81.88,,79.63,70.93,78.12
09년12월22일,81.5,78.27,81.33,,79.22,70.3,78.45
09년12월23일,81.09,78.77,81.58,,79.81,70.51,78.01
09년12월24일,83.9,80.75,84.11,,82.28,71.86,79.33
09년12월25일,,,,,,,
09년12월26일,,,,,,,
09년12월27일,,,,,,,
09년12월28일,85.2,80.91,84.62,,82.55,72.12,78.11
09년12월29일,85.06,82.18,86.07,,83.74,73.21,79.68
09년12월30일,85.16,82.16,87.1,,84.66,74.6,79.56
09년12월31일,86.23,83.68,87.39,,85.1,75.81,80.98
10년01월01일,,,,,,,
10년01월02일,,,,,,,
10년01월03일,,,,,,,
10년01월04일,86.55,84.11,88.22,,85.66,76.12,80.7
10년01월05일,89.19,85.95,90.43,,87.85,77.07,82.34
10년01월06일,88.44,85.56,90.4,,88.21,77.54,82.26
10년01월07일,89.13,86.14,90.81,,89.34,78.63,83.66
10년01월08일,90.53,87.08,90.0,,89.3,78.3,84.29
10년01월09일,,,,,,,
10년01월10일,,,,,,,
10년01월11일,92.26,89.13,91.28,,90.39,78.88,85.59
10년01월12일,90.42,87.77,89.23,,88.83,77.4,84.3
10년01월13일,88.75,85.36,86.86,,86.53,75.25,81.62
10년01월14일,89.73,85.44,86.64,,86.5,76.13,83.1
10년01월15일,88.65,84.94,85.66,,85.66,75.29,82.77
10년01월16일,,,,,,,
10년01월17일,,,,,,,
10년01월18일,87.49,84.21,85.18,,84.6,74.12,82.23
10년01월19일,87.76,84.66,84.76,,84.32,74.07,81.31
10년01월20일,88.23,85.08,84.97,,84.56,74.49,80.37
10년01월21일,88.37,85.25,84.55,,84.27,74.54,79.74
10년01월22일,85.72,82.6,83.37,,83.45,72.86,79.11
10년01월23일,,,,,,,
10년01월24일,,,,,,,
10년01월25일,85.02,81.89,81.23,,81.24,71.15,77.15
10년01월26일,86.28,83.18,81.42,,80.8,71.27,77.33
10년01월27일,86.33,83.23,81.6,,80.9,71.21,76.19
10년01월28일,86.97,83.87,81.22,,80.87,71.6,75.76
10년01월29일,86.12,83.04,81.4,,80.96,71.38,74.87
10년01월30일,,,,,,,
10년01월31일,,,,,,,
10년02월01일,84.43,86.56,79.24,,78.98,70.41,72.35
10년02월02일,87.83,84.73,80.33,,80.59,71.3,73.62
10년02월03일,90.32,87.22,84.81,,84.87,73.23,77.76
10년02월04일,88.46,85.83,83.09,,83.78,71.71,78.26
10년02월05일,84.0,81.47,79.21,,79.72,68.67,74.66
10년02월06일,,,,,,,
10년02월07일,,,,,,,
10년02월08일,81.95,79.33,78.37,,79.02,67.54,73.5
10년02월09일,82.81,79.73,78.65,,79.7,68.5,73.24
10년02월10일,84.35,81.06,79.59,,80.61,69.47,73.95
10년02월11일,85.01,80.75,81.16,,81.71,70.41,73.7
10년02월12일,84.18,80.55,81.26,,81.81,70.81,73.69
10년02월13일,,,,,,,
10년02월14일,,,,,,,
10년02월15일,,,,,,,
10년02월16일,,,,,,,
10년02월17일,86.96,83.93,83.71,,84.16,72.54,75.28
10년02월18일,85.97,83.13,82.65,,82.76,71.32,74.22
10년02월19일,87.78,84.74,83.76,,84.14,71.86,76.17
10년02월20일,,,,,,,
10년02월21일,,,,,,,
10년02월22일,89.91,86.87,86.24,,86.61,73.5,78.38
10년02월23일,89.16,86.72,86.42,,86.79,74.05,79.88
10년02월24일,88.43,85.45,84.97,,85.43,73.11,78.88
10년02월25일,89.48,86.41,85.45,,86.17,73.07,79.53
10년02월26일,87.6,84.54,83.45,,84.29,71.08,78.43
10년02월27일,,,,,,,
10년02월28일,,,,,,,
10년03월01일,89.56,86.56,86.29,,86.89,72.54,81.36
10년03월02일,88.06,85.27,85.32,,85.53,71.79,80.66
10년03월03일,89.5,86.76,86.21,,86.6,73.17,82.2
10년03월04일,91.26,88.38,86.56,,87.12,73.19,81.73
10년03월05일,91.78,88.91,86.4,,87.33,72.69,81.62
10년03월06일,,,,,,,
10년03월07일,,,,,,,
10년03월08일,93.37,90.43,87.7,,88.59,73.97,81.64
10년03월09일,92.48,89.69,87.55,,88.38,73.44,79.82
10년03월10일,91.59,88.91,87.45,,88.47,72.81,80.66
10년03월11일,92.05,89.47,88.22,,89.43,72.77,82.01
10년03월12일,92.57,89.94,88.81,,89.99,72.73,82.49
10년03월13일,,,,,,,
10년03월14일,,,,,,,
10년03월15일,91.8,89.3,88.17,,89.12,71.69,82.22
10년03월16일,89.83,87.13,86.1,,86.69,71.17,80.26
10년03월17일,92.33,89.63,89.22,,89.21,73.17,81.49
10년03월18일,92.31,89.48,89.23,,89.37,71.96,81.4
10년03월19일,92.46,89.88,88.79,,89.28,71.76,81.19
10년03월20일,,,,,,,
10년03월21일,,,,,,,
10년03월22일,90.79,88.21,87.09,,87.87,71.11,79.37
10년03월23일,91.23,88.6,87.5,,88.26,72.48,80.21
10년03월24일,89.88,87.93,87.54,,88.24,72.06,79.61
10년03월25일,89.16,87.51,87.32,,88.04,72.51,78.77
10년03월26일,89.5,87.85,88.2,,88.7,72.4,79.77
10년03월27일,,,,,,,
10년03월28일,,,,,,,
10년03월29일,89.29,87.64,88.19,,88.55,72.03,80.09
10년03월30일,91.23,89.33,89.25,,89.76,72.43,81.14
10년03월31일,91.58,89.68,89.65,,90.36,72.35,80.52
10년04월01일,93.22,91.38,90.75,,91.41,72.8,80.65
10년04월02일,,,,,,,
10년04월03일,,,,,,,
10년04월04일,,,,,,,
10년04월05일,95.14,92.93,93.56,,94.46,74.09,81.52
10년04월06일,95.21,92.81,95.42,,96.09,74.75,82.21
10년04월07일,95.12,92.71,95.69,,96.39,74.04,81.73
10년04월08일,93.38,91.13,94.68,,95.51,73.9,81.14
10년04월09일,94.96,92.71,95.73,,96.28,75.59,82.55
10년04월10일,,,,,,,
10년04월11일,,,,,,,
10년04월12일,94.39,92.14,95.75,,95.99,75.5,83.06
10년04월13일,93.48,91.23,94.39,,94.93,75.11,82.41
10년04월14일,93.96,91.71,95.03,,95.64,75.59,82.56
10년04월15일,94.85,92.78,95.73,,96.3,76.3,84.24
10년04월16일,94.13,92.31,95.98,,96.65,76.3,83.81
10년04월17일,,,,,,,
10년04월18일,,,,,,,
10년04월19일,91.02,89.24,92.64,,93.74,74.09,81.73
10년04월20일,92.32,90.3,93.58,,94.61,75.05,83.52
10년04월21일,94.27,92.25,93.71,,95.02,76.36,84.73
10년04월22일,93.69,91.84,95.06,,95.97,76.79,83.95
10년04월23일,93.58,91.76,94.7,,95.68,76.75,83.68
10년04월24일,,,,,,,
10년04월25일,,,,,,,
10년04월26일,95.77,93.59,96.37,,97.23,77.75,85.44
10년04월27일,94.8,92.63,95.66,,96.35,77.61,85.74
10년04월28일,93.28,91.13,94.72,,95.37,76.25,83.86
10년04월29일,93.86,91.68,96.01,,96.57,77.29,84.6
10년04월30일,95.0,93.0,97.55,,98.05,78.07,85.63
10년05월01일,,,,,,,
10년05월02일,,,,,,,
10년05월03일,95.84,93.9,97.82,,98.44,77.96,86.24
10년05월04일,96.67,94.83,99.32,,100.03,78.2,87.13
10년05월05일,92.48,90.68,95.4,,96.07,75.44,84.79
10년05월06일,89.28,87.48,93.11,,93.35,73.96,83.1
10년05월07일,86.7,84.76,90.53,,91.55,72.94,81.43
10년05월08일,,,,,,,
10년05월09일,,,,,,,
10년05월10일,88.06,86.12,92.08,,92.9,74.56,82.62
10년05월11일,85.84,84.0,90.19,,90.93,73.66,80.2
10년05월12일,87.66,85.83,92.18,,93.08,75.13,80.23
10년05월13일,88.59,86.64,92.53,,93.21,74.8,81.21
10년05월14일,87.23,85.11,90.52,,91.2,73.02,81.0
10년05월15일,,,,,,,
10년05월16일,,,,,,,
10년05월17일,84.07,81.91,86.96,,87.65,71.25,77.78
10년05월18일,83.43,81.27,86.34,,86.61,70.66,77.28
10년05월19일,81.24,79.08,83.49,,84.17,67.95,74.54
10년05월20일,81.41,79.25,83.1,,83.85,67.68,73.54
10년05월21일,78.74,76.44,80.51,,81.2,64.81,69.95
10년05월22일,,,,,,,
10년05월23일,,,,,,,
10년05월24일,78.86,76.56,80.98,,81.53,65.15,70.66
10년05월25일,76.92,74.65,79.5,,79.81,63.57,67.75
10년05월26일,78.18,75.91,81.05,,80.95,63.89,68.34
10년05월27일,79.06,76.76,82.69,,82.56,64.55,69.89
10년05월28일,,,,,,,
10년05월29일,,,,,,,
10년05월30일,,,,,,,
10년05월31일,82.34,80.06,85.69,,85.71,66.86,73.6
10년06월01일,80.19,78.3,84.01,,83.85,65.47,71.98
10년06월02일,79.75,77.6,83.6,,83.37,65.69,71.38
10년06월03일,82.76,80.79,86.4,,86.12,67.91,74.0
10년06월04일,83.8,81.75,86.7,,86.46,68.77,73.68
10년06월05일,,,,,,,
10년06월06일,,,,,,,
10년06월07일,79.3,77.3,82.6,,82.5,65.55,69.98
10년06월08일,80.72,78.91,84.06,,83.85,66.85,70.05
10년06월09일,80.61,78.84,83.54,,83.57,66.57,70.89
10년06월10일,82.7,80.65,84.95,,85.05,67.08,71.8
10년06월11일,83.34,81.4,85.56,,85.65,67.72,72.89
10년06월12일,,,,,,,
10년06월13일,,,,,,,
10년06월14일,83.75,82.17,86.18,,86.42,68.36,72.98
10년06월15일,83.59,81.94,85.78,,86.06,67.48,72.3
10년06월16일,84.54,83.0,87.2,,87.38,68.37,72.93
10년06월17일,86.24,84.69,89.48,,89.64,69.46,75.29
10년06월18일,86.28,84.73,90.1,,90.24,68.97,75.0
10년06월19일,,,,,,,
10년06월20일,,,,,,,
10년06월21일,87.66,86.11,91.31,,91.34,69.75,75.21
10년06월22일,85.52,83.97,90.28,,90.5,69.46,73.37
10년06월23일,85.51,83.98,89.64,,90.09,69.88,72.89
10년06월24일,82.91,81.39,87.63,,88.01,68.24,71.74
10년06월25일,83.61,82.09,87.32,,87.62,67.9,72.22
10년06월26일,,,,,,,
10년06월27일,,,,,,,
10년06월28일,85.66,84.14,88.94,,89.24,69.16,73.77
10년06월29일,84.43,82.76,88.23,,88.49,67.84,72.39
10년06월30일,82.7,80.61,86.34,,86.67,67.38,71.02
10년07월01일,81.5,79.23,84.2,,84.64,66.28,68.95
10년07월02일,80.44,78.07,82.52,,82.94,65.71,67.56
10년07월03일,,,,,,,
10년07월04일,,,,,,,
10년07월05일,79.92,77.79,81.87,,82.53,65.86,67.34
10년07월06일,79.41,77.28,81.97,,82.84,66.02,67.68
10년07월07일,79.43,77.31,81.49,,82.27,65.45,66.45
10년07월08일,81.88,79.76,84.46,,85.2,67.77,68.38
10년07월09일,82.58,80.26,85.8,,86.18,68.73,68.36
10년07월10일,,,,,,,
10년07월11일,,,,,,,
10년07월12일,83.08,80.79,85.66,,85.87,68.31,67.57
10년07월13일,81.74,79.79,84.34,,84.76,67.92,66.87
10년07월14일,83.53,81.83,86.82,,87.12,70.43,68.71
10년07월15일,82.75,81.05,86.18,,86.47,70.05,68.14
10년07월16일,82.24,80.69,85.77,,86.12,69.71,67.83
10년07월17일,,,,,,,
10년07월18일,,,,,,,
10년07월19일,82.36,80.56,85.55,,85.74,69.26,66.66
10년07월20일,82.89,81.02,86.42,,86.58,69.33,67.52
10년07월21일,83.21,81.25,87.0,,87.26,69.83,69.23
10년07월22일,82.57,80.56,85.42,,85.75,69.05,69.38
10년07월23일,85.89,83.88,88.41,,88.83,70.67,71.09
10년07월24일,,,,,,,
10년07월25일,,,,,,,
10년07월26일,84.61,82.75,87.56,,88.09,70.07,70.97
10년07월27일,84.5,82.67,87.96,,88.62,70.32,70.73
10년07월28일,82.58,80.69,86.12,,86.7,69.36,70.22
10년07월29일,82.99,81.22,86.66,,86.94,69.66,71.27
10년07월30일,83.58,81.76,87.32,,87.64,70.13,71.28
10년07월31일,,,,,,,
10년08월01일,,,,,,,
10년08월02일,85.11,83.29,89.31,,89.65,71.7,72.18
10년08월03일,87.1,85.14,91.24,,91.7,72.77,73.41
10년08월04일,87.46,85.46,92.52,,93.1,73.32,74.52
10년08월05일,87.13,85.27,92.85,,93.31,73.44,75.82
10년08월06일,87.12,85.26,92.36,,92.81,73.24,75.59
10년08월07일,,,,,,,
10년08월08일,,,,,,,
10년08월09일,,,,,,,
10년08월10일,85.21,83.33,90.22,,90.66,72.08,75.77
10년08월11일,85.35,83.46,89.18,,89.76,71.86,75.48
10년08월12일,82.84,81.24,87.33,,87.97,70.15,72.94
10년08월13일,82.31,80.26,85.83,,86.54,69.11,72.48
10년08월14일,,,,,,,
10년08월15일,,,,,,,
10년08월16일,81.33,79.28,85.41,,86.0,68.67,72.61
10년08월17일,81.68,79.63,85.47,,86.0,69.0,72.72
10년08월18일,81.8,79.77,85.95,,86.35,69.21,74.05
10년08월19일,82.7,80.44,86.64,,86.95,69.5,75.07
10년08월20일,81.01,79.09,85.56,,85.86,68.62,73.13
10년08월21일,,,,,,,
10년08월22일,,,,,,,
10년08월23일,80.15,78.45,84.28,,84.78,67.84,72.08
10년08월24일,78.34,77.07,83.14,,83.73,67.15,71.86
10년08월25일,78.25,76.92,83.49,,84.06,67.1,71.49
10년08월26일,79.61,77.88,84.53,,85.07,67.78,72.11
10년08월27일,79.94,78.35,85.05,,85.46,68.28,72.81
10년08월28일,,,,,,,
10년08월29일,,,,,,,
10년08월30일,82.09,80.31,86.51,,86.62,68.88,73.69
10년08월31일,80.91,79.14,85.57,,85.6,68.06,73.0
10년09월01일,80.12,78.27,85.08,,85.17,67.46,72.58
10년09월02일,81.46,79.46,86.61,,86.51,68.02,73.97
10년09월03일,82.66,80.24,87.39,,87.0,68.32,74.26
10년09월04일,,,,,,,
10년09월05일,,,,,,,
10년09월06일,82.23,79.78,87.12,,86.91,68.88,74.3
10년09월07일,81.49,79.03,86.52,,86.06,68.14,73.3
10년09월08일,82.47,80.3,87.4,,86.75,68.48,74.17
10년09월09일,82.82,80.65,88.08,,87.23,68.85,74.68
10년09월10일,,,,,,,
10년09월11일,,,,,,,
10년09월12일,,,,,,,
10년09월13일,83.17,81.14,88.23,,87.64,68.28,75.15
10년09월14일,83.59,81.56,88.62,,88.32,68.67,75.59
10년09월15일,82.94,81.06,88.53,,88.27,69.04,74.32
10년09월16일,83.26,81.38,88.68,,88.4,69.27,73.95
10년09월17일,83.34,81.46,88.47,,88.41,69.46,74.37
10년09월18일,,,,,,,
10년09월19일,,,,,,,
10년09월20일,82.24,80.39,87.92,,87.94,68.73,74.11
10년09월21일,83.46,81.61,89.01,,89.16,69.26,75.51
10년09월22일,82.38,80.53,88.11,,88.21,68.74,74.57
10년09월23일,81.7,79.76,87.43,,87.46,68.46,74.04
10년09월24일,82.25,80.26,88.14,,88.07,68.75,74.17
10년09월25일,,,,,,,
10년09월26일,,,,,,,
10년09월27일,83.32,81.3,88.35,,88.58,69.02,75.26
10년09월28일,82.55,80.53,87.34,,87.46,68.28,75.13
10년09월29일,83.67,81.65,88.39,,88.44,69.0,76.93
10년09월30일,85.13,83.11,90.31,,90.35,70.01,77.31
10년10월01일,87.29,85.46,92.77,,92.61,72.02,79.05
10년10월02일,,,,,,,
10년10월03일,,,,,,,
10년10월04일,87.98,86.15,93.46,,93.07,72.89,80.41
10년10월05일,88.31,86.48,93.68,,93.29,73.08,80.56
10년10월06일,89.46,87.63,95.16,,94.66,74.02,81.64
10년10월07일,90.77,88.94,95.78,,95.38,74.71,82.66
10년10월08일,88.73,86.91,93.16,,92.88,72.6,80.61
10년10월09일,,,,,,,
10년10월10일,,,,,,,
10년10월11일,91.18,89.1,95.13,,94.44,73.59,83.68
10년10월12일,90.35,88.28,94.21,,93.42,72.69,82.91
10년10월13일,91.0,88.97,95.33,,94.58,73.5,83.86
10년10월14일,92.08,90.05,96.57,,95.56,73.47,84.68
