station_id,grid_id,cell_x,cell_y,center_lon,center_lat,source_region,brand,is_self
A0008471,G500_1869_3888,934500,1944000,126.7618475,37.49520317,경기,SK에너지,일반
A0008473,G500_1865_3962,932500,1981000,126.73581299,37.82852653,경기,SK에너지,일반
A0008474,G500_1863_3934,931500,1967000,126.7257671,37.70227818,경기,GS칼텍스,일반
A0008475,G500_1882_3962,941000,1981000,126.83239522,37.8291136,경기,SK에너지,일반
A0008476,G500_1890_3951,945000,1975500,126.87826233,37.77979279,경기,S-OIL,일반
A0008478,G500_1862_3956,931000,1978000,126.71905425,37.80137768,경기,SK에너지,셀프
A0008479,G500_1907_3996,953500,1998000,126.97334162,37.98304834,경기,SK에너지,일반
A0008481,G500_1888_3843,944000,1921500,126.87100846,37.29302694,경기,알뜰주유소,셀프
A0008482,G500_1868_3950,934000,1975000,126.75340124,37.77456126,경기,SK에너지,일반
A0008483,G500_1907_3996,953500,1998000,126.97334162,37.98304834,경기,GS칼텍스,일반
A0008488,G500_1875_3948,937500,1974000,126.79322708,37.76579379,경기,SK에너지,셀프
A0008489,G500_1890_3966,945000,1983000,126.87769519,37.84738769,경기,SK에너지,일반
A0008490,G500_1898_3990,949000,1995000,126.92231338,37.95577028,경기,자가상표,일반
A0008491,G500_1861_3951,930500,1975500,126.71361396,37.77880896,경기,GS칼텍스,셀프
A0008492,G500_1897_3989,948500,1994500,126.9166578,37.95123595,경기,GS칼텍스,일반
A0008493,G500_1878_3967,939000,1983500,126.80945971,37.85151381,경기,알뜰주유소,셀프
A0008494,G500_1891_3966,945500,1983000,126.88337804,37.84741759,경기,S-OIL,일반
A0008496,G500_1874_3972,937000,1986000,126.78651027,37.87390934,경기,GS칼텍스,일반
A0008500,G500_1870_3948,935000,1974000,126.76484473,37.76562015,경기,SK에너지,일반
A0008502,G500_1877_3954,938500,1977000,126.80432673,37.79289906,경기,HD현대오일뱅크,일반
A0008503,G500_1886_3990,943000,1995000,126.85401924,37.95541511,경기,S-OIL,일반
A0008504,G500_1888_3986,944000,1993000,126.86555653,37.9374522,경기,GS칼텍스,일반
A0008505,G500_1875_3948,937500,1974000,126.79322708,37.76579379,경기,SK에너지,셀프
A0008513,G500_1873_3948,936500,1974000,126.78187411,37.76572516,경기,HD현대오일뱅크,일반
A0008514,G500_1891_3974,945500,1987000,126.88307756,37.88346792,경기,GS칼텍스,일반
A0008515,G500_1894_3967,947000,1983500,126.90039013,37.85201194,경기,HD현대오일뱅크,일반
A0008516,G500_1876_3946,938000,1973000,126.79898864,37.75681511,경기,SK에너지,일반
A0008519,G500_1861_3950,930500,1975000,126.7136617,37.77430277,경기,SK에너지,일반
A0008522,G500_1907_3996,953500,1998000,126.97334162,37.98304834,경기,GS칼텍스,일반
A0008523,G500_1881_3941,940500,1970500,126.82757173,37.73444883,경기,SK에너지,일반
A0008525,G500_1879_3964,939500,1982000,126.8152678,37.83802826,경기,SK에너지,일반
A0008526,G500_1888_3986,944000,1993000,126.86555653,37.9374522,경기,GS칼텍스,일반
A0008529,G500_1858_3951,929000,1975500,126.69658185,37.77869406,경기,GS칼텍스,일반
A0008531,G500_1856_3945,928000,1972500,126.68552374,37.75157905,경기,S-OIL,일반
A0008532,G500_1870_3950,935000,1975000,126.76475549,37.77463266,경기,GS칼텍스,셀프
A0008533,G500_1860_3951,930000,1975500,126.70793658,37.77877094,경기,SK에너지,일반
A0008535,G500_1879_3964,939500,1982000,126.8152678,37.83802826,경기,HD현대오일뱅크,셀프
A0008538,G500_1891_3974,945500,1987000,126.88307756,37.88346792,경기,GS칼텍스,일반
A0008539,G500_1863_3934,931500,1967000,126.7257671,37.70227818,경기,GS칼텍스,일반
A0008540,G500_1856_3945,928000,1972500,126.68552374,37.75157905,경기,SK에너지,일반
A0008541,G500_1885_3989,942500,1994500,126.84836793,37.95087753,경기,GS칼텍스,일반
A0008542,G500_1894_3967,947000,1983500,126.90039013,37.85201194,경기,HD현대오일뱅크,일반
A0008543,G500_1865_3962,932500,1981000,126.73581299,37.82852653,경기,HD현대오일뱅크,셀프
A0008544,G500_1886_3967,943000,1983500,126.85492464,37.85177165,경기,HD현대오일뱅크,일반
A0008545,G500_1885_3989,942500,1994500,126.84836793,37.95087753,경기,GS칼텍스,일반
A0008546,G500_1890_3951,945000,1975500,126.87826233,37.77979279,경기,S-OIL,일반
A0008549,G500_1876_3942,938000,1971000,126.79915866,37.73878989,경기,HD현대오일뱅크,셀프
A0008550,G500_1876_3946,938000,1973000,126.79898864,37.75681511,경기,SK에너지,일반
A0008551,G500_1860_3951,930000,1975500,126.70793658,37.77877094,경기,SK에너지,셀프
A0008553,G500_1882_3969,941000,1984500,126.83211079,37.86065743,경기,HD현대오일뱅크,일반
A0008554,G500_1868_3946,934000,1973000,126.75358243,37.75653628,경기,자가상표,일반
A0008556,G500_1891_3966,945500,1983000,126.88337804,37.84741759,경기,S-OIL,일반
A0008557,G500_1957_3875,978500,1937500,127.25978489,37.43867608,경기,NC오일,일반
A0008559,G500_1907_3996,953500,1998000,126.97334162,37.98304834,경기,S-OIL,일반
A0008560,G500_1865_3962,932500,1981000,126.73581299,37.82852653,경기,GS칼텍스,일반
A0008561,G500_1879_3964,939500,1982000,126.8152678,37.83802826,경기,자가상표,일반
A0008563,G500_1890_3966,945000,1983000,126.87769519,37.84738769,경기,SK에너지,일반
A0008564,G500_1863_3934,931500,1967000,126.7257671,37.70227818,경기,GS칼텍스,셀프
A0008565,G500_1865_3962,932500,1981000,126.73581299,37.82852653,경기,HD현대오일뱅크,일반
A0008566,G500_1894_3967,947000,1983500,126.90039013,37.85201194,경기,HD현대오일뱅크,일반
A0008568,G500_1877_3946,938500,1973000,126.80466446,37.75684874,경기,S-OIL,일반
A0008569,G500_1861_3950,930500,1975000,126.7136617,37.77430277,경기,SK에너지,일반
A0008570,G500_1907_3996,953500,1998000,126.97334162,37.98304834,경기,S-OIL,일반
A0008571,G500_1912_3998,956000,1999000,127.00174767,37.99218493,경기,SK에너지,일반
A0008572,G500_1858_3951,929000,1975500,126.69658185,37.77869406,경기,S-OIL,일반
A0008574,G500_1868_3960,934000,1980000,126.75294757,37.81962348,경기,GS칼텍스,셀프
A0008575,G500_1879_3962,939500,1981000,126.8153511,37.82901575,경기,GS칼텍스,일반
A0008578,G500_1907_3996,953500,1998000,126.97334162,37.98304834,경기,S-OIL,일반
A0008580,G500_1894_3967,947000,1983500,126.90039013,37.85201194,경기,SK에너지,일반
A0008582,G500_1871_3951,935500,1975500,126.77038834,37.7791742,경기,GS칼텍스,일반
A0008583,G500_1907_3996,953500,1998000,126.97334162,37.98304834,경기,S-OIL,일반
A0008587,G500_1879_3964,939500,1982000,126.8152678,37.83802826,경기,SK에너지,일반
A0008588,G500_1876_3946,938000,1973000,126.79898864,37.75681511,경기,SK에너지,일반
A0008589,G500_1870_3944,935000,1972000,126.76502308,37.74759509,경기,SK에너지,일반
A0008590,G500_1870_3944,935000,1972000,126.76502308,37.74759509,경기,SK에너지,일반
A0008593,G500_1873_3958,936500,1979000,126.78143787,37.81078773,경기,GS칼텍스,셀프
A0008594,G500_1875_3948,937500,1974000,126.79322708,37.76579379,경기,SK에너지,셀프
A0008595,G500_1864_3961,932000,1980500,126.73017859,37.82398336,경기,GS칼텍스,셀프
A0008597,G500_1856_3945,928000,1972500,126.68552374,37.75157905,경기,SK에너지,일반
A0008598,G500_1873_3949,936500,1974500,126.78183053,37.77023143,경기,GS칼텍스,셀프
A0008599,G500_1898_3990,949000,1995000,126.92231338,37.95577028,경기,HD현대오일뱅크,일반
A0008600,G500_1881_3941,940500,1970500,126.82757173,37.73444883,경기,SK에너지,셀프
A0008601,G500_1892_3966,946000,1983000,126.88906089,37.84744721,경기,S-OIL,셀프
A0008602,G500_1865_3962,932500,1981000,126.73581299,37.82852653,경기,GS칼텍스,셀프
A0008603,G500_1870_3944,935000,1972000,126.76502308,37.74759509,경기,GS칼텍스,일반
A0008605,G500_1858_3939,929000,1969500,126.69716635,37.7246197,경기,S-OIL,셀프
A0008606,G500_1875_3966,937500,1983000,126.79245357,37.84690638,경기,NH-OIL,셀프
A0008607,G500_1885_3951,942500,1975500,126.84987412,37.77963958,경기,NH-OIL,일반
A0008608,G500_1868_3950,934000,1975000,126.75340124,37.77456126,경기,NH-OIL,셀프
A0008610,G500_1860_3951,930000,1975500,126.70793658,37.77877094,경기,GS칼텍스,일반
A0008611,G500_1865_3962,932500,1981000,126.73581299,37.82852653,경기,HD현대오일뱅크,일반
A0008614,G500_1865_3962,932500,1981000,126.73581299,37.82852653,경기,GS칼텍스,일반
A0008617,G500_1868_3960,934000,1980000,126.75294757,37.81962348,경기,GS칼텍스,일반
A0008621,G500_1875_3957,937500,1978500,126.79284071,37.80635023,경기,GS칼텍스,일반
A0008624,G500_1860_3940,930000,1970000,126.70846486,37.72920265,경기,HD현대오일뱅크,셀프
A0008625,G500_1875_3967,937500,1983500,126.79241051,37.8514126,경기,GS칼텍스,셀프
A0008626,G500_1856_3933,928000,1966500,126.6861157,37.69750458,경기,S-OIL,셀프
A0008628,G500_1865_3962,932500,1981000,126.73581299,37.82852653,경기,HD현대오일뱅크,일반
A0008629,G500_1858_3951,929000,1975500,126.69658185,37.77869406,경기,GS칼텍스,일반
A0008631,G500_1870_3948,935000,1974000,126.76484473,37.76562015,경기,SK에너지,일반
A0008632,G500_1861_3950,930500,1975000,126.7136617,37.77430277,경기,SK에너지,일반
A0008633,G500_1892_3966,946000,1983000,126.88906089,37.84744721,경기,GS칼텍스,일반
A0008634,G500_1858_3939,929000,1969500,126.69716635,37.7246197,경기,SK에너지,일반
A0008635,G500_1875_3957,937500,1978500,126.79284071,37.80635023,경기,GS칼텍스,일반
A0008637,G500_1865_3962,932500,1981000,126.73581299,37.82852653,경기,HD현대오일뱅크,일반
A0008639,G500_1862_3934,931000,1967000,126.72009554,37.70224081,경기,HD현대오일뱅크,셀프
A0008640,G500_1875_3945,937500,1972500,126.7933557,37.75227492,경기,SK에너지,일반
A0008641,G500_1858_3939,929000,1969500,126.69716635,37.7246197,경기,HD현대오일뱅크,셀프
A0008642,G500_1875_3948,937500,1974000,126.79322708,37.76579379,경기,HD현대오일뱅크,일반
A0008643,G500_1867_3936,933500,1968000,126.7483624,37.71143754,경기,HD현대오일뱅크,셀프
A0008647,G500_1858_3939,929000,1969500,126.69716635,37.7246197,경기,SK에너지,셀프
A0008648,G500_1858_3939,929000,1969500,126.69716635,37.7246197,경기,SK에너지,셀프
A0008649,G500_1875_3948,937500,1974000,126.79322708,37.76579379,경기,HD현대오일뱅크,셀프
A0008650,G500_1876_3945,938000,1972500,126.79903116,37.75230881,경기,HD현대오일뱅크,셀프
A0008652,G500_1875_3948,937500,1974000,126.79322708,37.76579379,경기,HD현대오일뱅크,셀프
A0008655,G500_1867_3934,933500,1967000,126.74845342,37.70242497,경기,SK에너지,셀프
A0008657,G500_1953_3828,976500,1914000,127.23791353,37.22680303,경기,자가상표,일반
A0008658,G500_1966_3830,983000,1915000,127.31116211,37.23595653,경기,S-OIL,일반
A0008661,G500_1930_3837,965000,1918500,127.10807166,37.26700751,경기,SK에너지,일반
A0008662,G500_1951_3854,975500,1927000,127.22621691,37.34395814,경기,HD현대오일뱅크,셀프
A0008664,G500_1948_3827,974000,1913500,127.20974978,37.22223033,경기,GS칼텍스,일반
A0008665,G500_1921_3509,960500,1754500,127.06566515,35.78838814,전북,SK에너지,일반
A0008666,G500_1936_3841,968000,1920500,127.14182116,37.28514235,경기,알뜰주유소,일반
A0008667,G500_1942_3831,971000,1915500,127.17585752,37.2401705,경기,SK에너지,일반
A0008668,G500_1937_3838,968500,1919000,127.14752473,37.27163854,경기,S-OIL,일반
A0008669,G500_1937_3834,968500,1917000,127.14760873,37.25361082,경기,GS칼텍스,일반
A0008670,G500_1939_3835,969500,1917500,127.15886474,37.25815078,경기,SK에너지,셀프
A0008671,G500_1929_3835,964500,1917500,127.1024799,37.2579749,경기,GS칼텍스,일반
A0008672,G500_1948_3824,974000,1912000,127.20980157,37.20870935,경기,GS칼텍스,일반
A0008675,G500_1951_3829,975500,1914500,127.22662484,37.23128454,경기,GS칼텍스,일반
A0008677,G500_1951_3845,975500,1922500,127.22636403,37.30339589,경기,HD현대오일뱅크,일반
A0008678,G500_1929_3843,964500,1921500,127.10229026,37.29403006,경기,GS칼텍스,일반
A0008679,G500_1951_3833,975500,1916500,127.22655972,37.24931246,경기,GS칼텍스,일반
A0008680,G500_1952_3841,976000,1920500,127.23206989,37.28538104,경기,GS칼텍스,일반
A0008681,G500_1929_3828,964500,1914000,127.10264556,37.22642645,경기,SK에너지,일반
A0008683,G500_1930_3852,965000,1926000,127.1077207,37.33461071,경기,SK에너지,일반
A0008684,G500_1978_3815,989000,1907500,127.3789134,37.16843931,경기,SK에너지,일반
A0008685,G500_1942_3809,971000,1904500,127.17628107,37.14101656,경기,SK에너지,일반
A0008687,G500_1918_3925,959000,1962500,127.03796826,37.66335498,서울,HD현대오일뱅크,일반
A0008688,G500_1968_3832,984000,1916000,127.32241481,37.24498799,경기,HD현대오일뱅크,일반
A0008693,G500_1936_3839,968000,1919500,127.14186387,37.27612853,경기,GS칼텍스,일반
A0008694,G500_1873_3662,936500,1831000,126.79394816,36.47678807,충남,S-OIL,일반
A0008696,G500_1945_3809,972500,1904500,127.19317053,37.14106148,경기,GS칼텍스,일반
A0008698,G500_1936_3799,968000,1899500,127.14271414,37.09584912,경기,S-OIL,셀프
A0008699,G500_1929_3834,964500,1917000,127.10250358,37.25346799,경기,SK에너지,일반
A0008700,G500_1955_3833,977500,1916500,127.24911129,37.24936239,경기,S-OIL,일반
A0008701,G500_1930_3847,965000,1923500,127.10783782,37.3120764,경기,HD현대오일뱅크,일반
A0008702,G500_1948_3827,974000,1913500,127.20974978,37.22223033,경기,GS칼텍스,일반
A0008706,G500_1929_3834,964500,1917000,127.10250358,37.25346799,경기,SK에너지,셀프
A0008707,G500_1886_3513,943000,1756500,126.87187957,35.80556418,전북,SK에너지,셀프
A0008708,G500_1933_3838,966500,1919000,127.12496674,37.27156922,경기,GS칼텍스,일반
A0008709,G500_1948_3835,974000,1917500,127.20961149,37.25828612,경기,GS칼텍스,셀프
A0008710,G500_1927_3834,963500,1917000,127.09122735,37.2534296,경기,HD현대오일뱅크,셀프
A0008711,G500_1929_3834,964500,1917000,127.10250358,37.25346799,경기,SK에너지,일반
A0008713,G500_1952_3816,976000,1908000,127.23246826,37.17270626,경기,HD현대오일뱅크,일반
A0008714,G500_1951_3829,975500,1914500,127.22662484,37.23128454,경기,GS칼텍스,일반
A0008716,G500_1951_3829,975500,1914500,127.22662484,37.23128454,경기,자가상표,일반
A0008717,G500_1942_3802,971000,1901000,127.17641541,37.10946722,경기,HD현대오일뱅크,일반
A0008718,G500_1934_3834,967000,1917000,127.13069426,37.25355927,경기,GS칼텍스,일반
A0008719,G500_1950_3828,975000,1914000,127.2210049,37.2267644,경기,HD현대오일뱅크,일반
A0008720,G500_1933_3842,966500,1921000,127.12487728,37.28959684,경기,S-OIL,셀프
A0008722,G500_1929_3834,964500,1917000,127.10250358,37.25346799,경기,SK에너지,셀프
A0008724,G500_1959_3777,979500,1888500,127.27241978,36.99701125,경기,S-OIL,셀프
A0008725,G500_1951_3829,975500,1914500,127.22662484,37.23128454,경기,S-OIL,일반
A0008726,G500_1925_3847,962500,1923500,127.07962538,37.31197954,경기,SK에너지,일반
A0008727,G500_1970_3818,985000,1909000,127.33382846,37.1819059,경기,S-OIL,일반
A0008728,G500_1930_3837,965000,1918500,127.10807166,37.26700751,경기,SK에너지,일반
A0008729,G500_1930_3839,965000,1919500,127.10802493,37.27602132,경기,HD현대오일뱅크,일반
A0008731,G500_1934_3834,967000,1917000,127.13069426,37.25355927,경기,GS칼텍스,일반
A0008732,G500_1930_3829,965000,1914500,127.10825836,37.23095216,경기,SK에너지,일반
A0008733,G500_1951_3829,975500,1914500,127.22662484,37.23128454,경기,자가상표,일반
A0008734,G500_1933_3838,966500,1919000,127.12496674,37.27156922,경기,자가상표,일반
A0008735,G500_1933_3838,966500,1919000,127.12496674,37.27156922,경기,자가상표,일반
A0008736,G500_1944_3830,972000,1915000,127.18715051,37.23569386,경기,SK에너지,셀프
A0008737,G500_1953_3828,976500,1914000,127.23791353,37.22680303,경기,자가상표,일반
A0008738,G500_1930_3837,965000,1918500,127.10807166,37.26700751,경기,SK에너지,일반
A0008739,G500_1945_3809,972500,1904500,127.19317053,37.14106148,경기,GS칼텍스,일반
A0008740,G500_1949_3836,974500,1918000,127.21523307,37.26280677,경기,GS칼텍스,셀프
A0008741,G500_1930_3847,965000,1923500,127.10783782,37.3120764,경기,HD현대오일뱅크,일반
A0008742,G500_1921_3827,960500,1913500,127.05758318,37.22175968,경기,S-OIL,일반
A0008744,G500_1929_3836,964500,1918000,127.10245622,37.26248181,경기,SK에너지,일반
A0008746,G500_1929_3835,964500,1917500,127.1024799,37.2579749,경기,HD현대오일뱅크,일반
A0008749,G500_1925_3847,962500,1923500,127.07962538,37.31197954,경기,SK에너지,일반
A0008750,G500_1929_3849,964500,1924500,127.10214781,37.32107129,경기,SK에너지,셀프
A0008751,G500_1947_3819,973500,1909500,127.20425464,37.18616039,경기,SK에너지,일반
A0008752,G500_1937_3834,968500,1917000,127.14760873,37.25361082,경기,GS칼텍스,일반
A0008753,G500_1951_3829,975500,1914500,127.22662484,37.23128454,경기,S-OIL,일반
A0008755,G500_1951_3829,975500,1914500,127.22662484,37.23128454,경기,GS칼텍스,일반
A0008756,G500_1923_3829,961500,1914500,127.06880334,37.23081508,경기,HD현대오일뱅크,셀프
A0008759,G500_1862_3823,931000,1911500,126.72527222,37.20202441,경기,SK에너지,일반
A0008761,G500_1936_3834,968000,1917000,127.14197057,37.2535939,경기,SK에너지,일반
A0008762,G500_1929_3835,964500,1917500,127.1024799,37.2579749,경기,HD현대오일뱅크,일반
A0008763,G500_1929_3838,964500,1919000,127.10240883,37.27149561,경기,GS칼텍스,일반
A0008764,G500_1948_3828,974000,1914000,127.2097325,37.22673731,경기,SK에너지,일반
A0008765,G500_1933_3838,966500,1919000,127.12496674,37.27156922,경기,자가상표,일반
A0008766,G500_1954_3848,977000,1924000,127.24324383,37.31695461,경기,알뜰주유소,일반
A0008767,G500_1948_3828,974000,1914000,127.2097325,37.22673731,경기,SK에너지,일반
A0008768,G500_1957_3828,978500,1914000,127.26045842,37.22685077,경기,HD현대오일뱅크,일반
A0008769,G500_1953_3828,976500,1914000,127.23791353,37.22680303,경기,GS칼텍스,일반
A0008771,G500_1945_3809,972500,1904500,127.19317053,37.14106148,경기,GS칼텍스,일반
A0008772,G500_1955_3833,977500,1916500,127.24911129,37.24936239,경기,자가상표,일반
A0008773,G500_1957_3828,978500,1914000,127.26045842,37.22685077,경기,HD현대오일뱅크,일반
A0008774,G500_1933_3845,966500,1922500,127.12481013,37.30311752,경기,SK에너지,일반
A0008775,G500_1929_3838,964500,1919000,127.10240883,37.27149561,경기,S-OIL,일반
A0008776,G500_1930_3852,965000,1926000,127.1077207,37.33461071,경기,GS칼텍스,셀프
A0008777,G500_1925_3848,962500,1924000,127.07960028,37.3164864,경기,GS칼텍스,셀프
A0008778,G500_1929_3836,964500,1918000,127.10245622,37.26248181,경기,SK에너지,일반
A0008779,G500_1948_3828,974000,1914000,127.2097325,37.22673731,경기,SK에너지,일반
A0008781,G500_1937_3834,968500,1917000,127.14760873,37.25361082,경기,GS칼텍스,일반
A0008782,G500_1952_3824,976000,1912000,127.23234102,37.20876242,경기,GS칼텍스,셀프
A0008784,G500_1929_3853,964500,1926500,127.10205274,37.33909871,경기,GS칼텍스,일반
A0008785,G500_1941_3831,970500,1915500,127.17022034,37.24015494,경기,HD현대오일뱅크,일반
A0008786,G500_1937_3834,968500,1917000,127.14760873,37.25361082,경기,GS칼텍스,일반
A0008787,G500_1953_3828,976500,1914000,127.23791353,37.22680303,경기,GS칼텍스,일반
A0008788,G500_1929_3854,964500,1927000,127.10202896,37.34360556,경기,S-OIL,일반
A0008789,G500_1928_3851,964000,1925500,127.09645645,37.33006589,경기,GS칼텍스,셀프
A0008790,G500_1942_3831,971000,1915500,127.17585752,37.2401705,경기,SK에너지,일반
A0008792,G500_1929_3849,964500,1924500,127.10214781,37.32107129,경기,S-OIL,셀프
A0008793,G500_1940_3835,970000,1917500,127.16450325,37.25816689,경기,S-OIL,셀프
A0008797,G500_1948_3828,974000,1914000,127.2097325,37.22673731,경기,SK에너지,일반
A0008798,G500_1965_3818,982500,1909000,127.30566393,37.18186305,경기,SK에너지,셀프
A0008799,G500_1937_3834,968500,1917000,127.14760873,37.25361082,경기,GS칼텍스,일반
A0008802,G500_1972_3816,986000,1908000,127.34511269,37.17290704,경기,SK에너지,일반
A0008804,G500_1951_3829,975500,1914500,127.22662484,37.23128454,경기,자가상표,셀프
A0008805,G500_1930_3849,965000,1924500,127.10779098,37.32109013,경기,SK에너지,일반
A0008806,G500_1930_3852,965000,1926000,127.1077207,37.33461071,경기,자가상표,일반
A0008807,G500_1945_3833,972500,1916500,127.19273248,37.24922951,경기,SK에너지,셀프
A0008808,G500_1957_3828,978500,1914000,127.26045842,37.22685077,경기,HD현대오일뱅크,일반
A0008809,G500_1955_3833,977500,1916500,127.24911129,37.24936239,경기,HD현대오일뱅크,셀프
A0008811,G500_1957_3828,978500,1914000,127.26045842,37.22685077,경기,HD현대오일뱅크,일반
A0008812,G500_1933_3838,966500,1919000,127.12496674,37.27156922,경기,자가상표,셀프
A0008813,G500_1929_3847,964500,1923500,127.10219532,37.31205756,경기,SK에너지,일반
A0008814,G500_1953_3828,976500,1914000,127.23791353,37.22680303,경기,GS칼텍스,일반
A0008815,G500_1937_3834,968500,1917000,127.14760873,37.25361082,경기,자가상표,셀프
A0008816,G500_1948_3828,974000,1914000,127.2097325,37.22673731,경기,SK에너지,일반
A0008817,G500_1930_3849,965000,1924500,127.10779098,37.32109013,경기,SK에너지,일반
A0008818,G500_1941_3826,970500,1913000,127.17031847,37.21762011,경기,SK에너지,일반
A0008819,G500_1929_3839,964500,1919500,127.10238513,37.27600251,경기,SK에너지,일반
A0008820,G500_1936_3834,968000,1917000,127.14197057,37.2535939,경기,알뜰주유소,셀프
A0008821,G500_1953_3828,976500,1914000,127.23791353,37.22680303,경기,HD현대오일뱅크,셀프
A0008822,G500_1951_3853,975500,1926500,127.22623327,37.33945124,경기,GS칼텍스,일반
A0008824,G500_1948_3828,974000,1914000,127.2097325,37.22673731,경기,SK에너지,일반
A0008826,G500_1948_3828,974000,1914000,127.2097325,37.22673731,경기,S-OIL,셀프
A0008827,G500_1948_3828,974000,1914000,127.2097325,37.22673731,경기,HD현대오일뱅크,셀프
A0008828,G500_1865_3962,932500,1981000,126.73581299,37.82852653,경기,GS칼텍스,일반
A0008830,G500_1955_3854,977500,1927000,127.24879676,37.34400824,경기,HD현대오일뱅크,일반
A0008831,G500_1948_3828,974000,1914000,127.2097325,37.22673731,경기,SK에너지,일반
A0008832,G500_1929_3838,964500,1919000,127.10240883,37.27149561,경기,GS칼텍스,일반
A0008833,G500_1928_3851,964000,1925500,127.09645645,37.33006589,경기,GS칼텍스,일반
A0008834,G500_1945_3809,972500,1904500,127.19317053,37.14106148,경기,GS칼텍스,일반
A0008835,G500_1935_3837,967500,1918500,127.1362674,37.2670975,경기,GS칼텍스,일반
A0008836,G500_1940_3852,970000,1926000,127.1641628,37.33478439,경기,HD현대오일뱅크,셀프
A0008837,G500_1944_3830,972000,1915000,127.18715051,37.23569386,경기,자가상표,일반
A0008838,G500_1928_3835,964000,1917500,127.09684145,37.25795583,경기,SK에너지,일반
A0008840,G500_1935_3837,967500,1918500,127.1362674,37.2670975,경기,GS칼텍스,일반
A0008841,G500_1966_3830,983000,1915000,127.31116211,37.23595653,경기,S-OIL,일반
A0008842,G500_1929_3848,964500,1924000,127.10217157,37.31656443,경기,S-OIL,셀프
A0008843,G500_1930_3829,965000,1914500,127.10825836,37.23095216,경기,HD현대오일뱅크,셀프
A0008844,G500_1929_3843,964500,1921500,127.10229026,37.29403006,경기,GS칼텍스,일반
A0008845,G500_1933_3835,966500,1917500,127.12503378,37.25804847,경기,HD현대오일뱅크,셀프
A0008846,G500_1929_3834,964500,1917000,127.10250358,37.25346799,경기,HD현대오일뱅크,셀프
A0008847,G500_1933_3845,966500,1922500,127.12481013,37.30311752,경기,SK에너지,셀프
A0008848,G500_1930_3829,965000,1914500,127.10825836,37.23095216,경기,SK에너지,셀프
A0008849,G500_1930_3829,965000,1914500,127.10825836,37.23095216,경기,SK에너지,셀프
A0008850,G500_1928_3826,964000,1913000,127.09705741,37.21739354,경기,SK에너지,셀프
A0008851,G500_1941_3831,970500,1915500,127.17022034,37.24015494,경기,S-OIL,셀프
A0008852,G500_1930_3849,965000,1924500,127.10779098,37.32109013,경기,SK에너지,일반
A0008853,G500_1929_3847,964500,1923500,127.10219532,37.31205756,경기,알뜰주유소,셀프
A0008854,G500_1977_3814,988500,1907000,127.373289,37.16392635,경기,NH-OIL,일반
A0008855,G500_1970_3818,985000,1909000,127.33382846,37.1819059,경기,NH-OIL,셀프
A0008860,G500_1973_3816,986500,1908000,127.35074494,37.17291426,경기,HD현대오일뱅크,셀프
A0008861,G500_1929_3834,964500,1917000,127.10250358,37.25346799,경기,SK에너지,셀프
A0008862,G500_1930_3848,965000,1924000,127.1078144,37.31658327,경기,GS칼텍스,셀프
A0008864,G500_1938_3842,969000,1921000,127.1530815,37.28968286,경기,S-OIL,셀프
A0008866,G500_1940_3835,970000,1917500,127.16450325,37.25816689,경기,S-OIL,일반
A0008868,G500_1947_3809,973500,1904500,127.20443019,37.14109009,경기,GS칼텍스,일반
A0008869,G500_1940_3835,970000,1917500,127.16450325,37.25816689,경기,S-OIL,일반
A0008870,G500_1929_3849,964500,1924500,127.10214781,37.32107129,경기,GS칼텍스,셀프
A0008872,G500_1944_3830,972000,1915000,127.18715051,37.23569386,경기,GS칼텍스,일반
A0008873,G500_1930_3848,965000,1924000,127.1078144,37.31658327,경기,SK에너지,일반
A0008876,G500_1935_3836,967500,1918000,127.13628908,37.26259058,경기,SK에너지,셀프
A0008877,G500_1929_3845,964500,1922500,127.1022428,37.30304382,경기,SK에너지,셀프
A0008879,G500_1948_3827,974000,1913500,127.20974978,37.22223033,경기,GS칼텍스,일반
A0008880,G500_1925_3847,962500,1923500,127.07962538,37.31197954,경기,GS칼텍스,일반
A0008881,G500_1929_3834,964500,1917000,127.10250358,37.25346799,경기,SK에너지,셀프
A0008882,G500_1955_3828,977500,1914000,127.24918597,37.22682744,경기,HD현대오일뱅크,일반
A0008883,G500_1936_3839,968000,1919500,127.14186387,37.27612853,경기,SK에너지,셀프
A0008885,G500_1930_3842,965000,1921000,127.1079548,37.289542,경기,GS칼텍스,일반
A0008886,G500_1940_3835,970000,1917500,127.16450325,37.25816689,경기,S-OIL,일반
A0008888,G500_1947_3809,973500,1904500,127.20443019,37.14109009,경기,GS칼텍스,셀프
A0008889,G500_1928_3841,964000,1920500,127.09669723,37.28499721,경기,GS칼텍스,셀프
A0008890,G500_1929_3845,964500,1922500,127.1022428,37.30304382,경기,GS칼텍스,셀프
A0008892,G500_1947_3809,973500,1904500,127.20443019,37.14109009,경기,GS칼텍스,일반
A0008893,G500_1933_3838,966500,1919000,127.12496674,37.27156922,경기,GS칼텍스,셀프
A0008894,G500_1957_3828,978500,1914000,127.26045842,37.22685077,경기,HD현대오일뱅크,일반
A0008895,G500_1932_3843,966000,1921500,127.11921373,37.29408572,경기,S-OIL,셀프
A0008897,G500_1929_3828,964500,1914000,127.10264556,37.22642645,경기,SK에너지,일반
A0008898,G500_1923_3844,961500,1922000,127.06841772,37.29841835,경기,HD현대오일뱅크,셀프
