brand,facility_type_raw,name,address,lon,lat,facility_type,source_path,geocode_source,geocode_status,facility_id,coord_valid
sk,대리점,(주)남영전구 충주(하) 주유소,충북 충주시 가금면 용전리 산50-3,127.83659121023844,37.0219473620832,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000033,True
sk,대리점,(주)당진엘피지,충남 당진군 당진읍 원당리 957-5,126.87548742248936,37.97171186914077,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000034,True
sk,대리점,(주)대전개인택시충전소,대전광역시 중구 안영동 280,127.3764320381584,36.28273770114727,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000035,True
sk,대리점,(주)대창E&T 직영 국일충전소,광주광역시 북구 두암동 352-1,126.93384305366877,35.166777438695384,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000036,True
sk,대리점,(주)대흥가스,서울시 양천구 신월동 131-7,126.83178862250146,37.53122276431949,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000037,True
sk,대리점,(주)동일로가스,서울시 노원구 상계동 1034-1,127.05552869113946,37.67135419505056,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000038,True
sk,대리점,(주)모정테크,경기도 양주시 율정동 527-2,,,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,Naver 결과 없음,F000039,False
sk,대리점,(주)비행장에너지,경기도 수원시 권선구 대황교동 259-12,127.01843479051772,37.236066900032576,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000040,True
sk,대리점,(주)삼건사 정읍(상)휴게소,전북 정읍시 북면 남산리 산20-5,126.86481804755,35.600723818587504,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000041,True
sk,대리점,(주)삼원에너지,경기도 구리시 아천동 97-3,127.12279818642196,37.57406321618857,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000042,True
sk,대리점,(주)삼전(명성충전소),경기도 고양시 벽제동 229,126.9030133716334,37.69699054575087,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000043,True
sk,대리점,(주)상현상사,서울시 강남구 논현동 207,127.03120874591346,37.51377709027071,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000044,True
sk,대리점,(주)서강이엔,경기도 고양시 덕양구 덕은동 557-7,126.85483820179684,37.58172700778952,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000045,True
sk,대리점,(주)승진에너지거창담양방향주유소,경남 거창군 가조면 도리 산 181,128.05782829625957,35.70590348371937,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000046,True
sk,대리점,(주)시흥에너지,경기도 시흥시 월곶동 765-1,126.7453695,37.3862375,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,ok,F000047,True
sk,대리점,(주)안국상사,서울 중구 충무로 4가 87,126.9971518,37.5622375,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,ok,F000048,True
sk,대리점,(주)언양남강에너지,울산광역시 울주군 언양읍 태기리 686-3,129.13767171634447,35.59485211367015,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000049,True
sk,대리점,(주)영동가스,서울시 서초구 잠원동 1-126,,,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,Naver 결과 없음,F000050,False
sk,대리점,(주)와이이에스 자유로충전소,경기도 고양시 덕양구 행주외동 27,126.82187115268556,37.60398548774062,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000051,True
sk,대리점,(주)용암엘피지충전소,경기도 양주시 은현면 용암리 267-4,127.0545220090284,37.85643633065991,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000052,True
sk,대리점,(주)웃는사람들 군위(하),경북 군위군 군위읍 오곡리 445-2,,,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,Naver 결과 없음,F000053,False
sk,대리점,(주)원일유통 춘천상충전소,강원도 춘천시 동내면 사암리 산 123-2,127.7661678,37.8107864,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_naver,ok,F000054,True
sk,대리점,(주)장위가스,서울시 성북구 장위동 44-3,127.0606334916454,37.61326405529604,agency,/content/drive/MyDrive/Data_analysis/The appropriateness of domestic oil prices compared to international oil prices/산업부/data collection/z_pa_facility/final/facility_data.csv,geocode_api_gimi9,ok,F000055,True
