상표,대상,경도,위도
gs,대리점,127.09778562014552,37.15874137492323
gs,대리점,127.2875683,36.3610901
gs,대리점,126.56535498551746,33.26525304871219
gs,대리점,126.93550015454166,35.181221443230655
gs,대리점,127.72314848458755,34.75578727978341
gs,대리점,127.7504061,35.5431378
gs,대리점,128.9759861,35.0824219
gs,대리점,128.9766942469974,35.183695761698225
gs,대리점,127.06874532206604,38.0118543108098
gs,대리점,127.15730214986246,35.87312044490957
gs,대리점,127.916854047919,36.98996204083017
gs,대리점,127.77230749623712,37.876288173473874
gs,대리점,129.19706370538415,35.25421432087824
gs,대리점,126.89323203695356,35.23819360088541
gs,대리점,126.91527853484251,37.95149047175667
gs,대리점,127.22375594760338,36.77303099789717
gs,대리점,127.67677737395864,36.01258730438742
gs,대리점,127.5025855,36.5299861
gs,대리점,128.33926480652855,36.12527246796137
gs,대리점,126.92598975440912,37.29858847396662
gs,대리점,127.2929015688025,36.27619416083815
gs,대리점,126.54505994005793,36.60087494733493
gs,대리점,126.79240355941904,35.30548857045019
gs,대리점,126.59970954666964,36.33255687300983
gs,대리점,127.85316428228263,36.24790397975608
gs,대리점,128.05221594556792,35.19994329464682
gs,대리점,126.8712042,37.5073202
gs,대리점,129.1476026,35.1578229
gs,대리점,126.72103986853612,37.51077775203197
gs,대리점,127.42898437038208,37.2853654998312
gs,대리점,127.10135156237928,37.3756293892392
gs,대리점,127.3916631,37.0718844
gs,대리점,129.00617984243988,35.21893911533594
gs,대리점,127.38711717896292,36.309894861051504
gs,대리점,126.75806371005224,37.21070043306914
gs,대리점,126.56178944226563,33.504563367390894
gs,대리점,126.51407755869734,33.505275147513245
gs,대리점,128.82689872625556,35.39804974955503
gs,대리점,127.06601845637545,37.02189258498903
gs,대리점,127.45890269261298,36.6367061172825
gs,대리점,127.49992172080093,36.614265858641474
gs,대리점,127.14577677733786,37.51644766520714
gs,대리점,126.93958257377824,37.38411340092858
gs,대리점,126.5467888165675,34.728355876691175
gs,대리점,128.90591698403597,35.30416463823315
gs,대리점,126.76050069895956,35.96301512978141
gs,대리점,127.16979889787332,37.545045247687774
gs,대리점,129.08169062808125,35.19660607687324
gs,대리점,126.7163423459345,35.95387241010434
gs,대리점,127.246224,37.4012129
gs,대리점,128.20508268826646,36.15665288769226
gs,대리점,127.4752788,36.1920407
gs,대리점,126.75355508131165,37.53045673489718
gs,대리점,126.67481781084489,37.49133739328322
gs,대리점,127.05585769257377,37.68723434930172
gs,대리점,126.95417619341988,37.36862393214257
gs,대리점,127.09835260794812,37.285552688657305
gs,대리점,126.87879637130467,37.22810496358001
gs,대리점,126.52607077310182,34.7338278474366
gs,대리점,127.42606790533846,36.652520549123714
gs,대리점,128.08769108228034,35.10730645465253
gs,대리점,127.2381457,37.0324317
gs,대리점,127.13059492156944,37.03082803533263
gs,대리점,127.1355814466918,36.902369803322095
gs,대리점,126.91155137563892,35.06459755305956
gs,대리점,127.45073346732488,36.30461510657968
gs,대리점,126.73562793943071,37.36932431773637
gs,대리점,126.79982048744507,37.34990063893375
gs,대리점,127.22924387033729,35.8524859141116
gs,대리점,128.67879951270163,36.76643877728621
gs,대리점,127.58544794870302,36.79686756423765
gs,대리점,126.99513658551744,37.27098758532591
gs,대리점,128.8544148529067,37.81617888893233
gs,대리점,126.9881130938955,37.32211119981846
gs,대리점,126.7386402980088,37.3718585572888
gs,대리점,127.1009665,37.6131047
gs,대리점,128.55469378781808,35.86875387073492
gs,대리점,127.33339235537684,38.18443605480641
gs,대리점,128.37121165534933,35.881999342491305
gs,대리점,127.29300363421773,36.6157358208479
gs,대리점,128.19215589390805,37.165479223417634
gs,대리점,126.97240649224123,37.26655277363495
gs,대리점,126.85411811491552,35.19090479300454
gs,대리점,128.45924224511904,34.88891534414912
gs,대리점,127.16073240688284,37.24906102100062
gs,대리점,127.11047198130346,35.85154648843347
gs,대리점,127.20229007874684,37.67420300358495
gs,대리점,127.09311238566238,34.771940629190205
gs,대리점,126.86098083038888,37.609061937229
gs,대리점,127.04505581619524,36.92119541005191
gs,대리점,128.644861223339,36.55484112892152
gs,대리점,127.27627984976334,36.96835267594356
gs,대리점,127.2769851348125,36.96920136180474
gs,대리점,127.26520025474169,37.02402233575199
gs,대리점,127.1275998,37.5525665
gs,대리점,127.2654852790902,36.73049217442084
gs,대리점,129.3808378949851,36.09047472431568
gs,대리점,129.04689967060906,35.37632307613689
gs,대리점,127.02935173583472,37.99781448910374
gs,대리점,126.78784831436032,35.15979445858282
gs,대리점,126.69872877135911,35.962041563314294
gs,대리점,126.66226916741516,35.97537020904044
gs,대리점,127.2036193,37.1404054
gs,대리점,127.68402934827452,34.764320377890755
gs,대리점,126.890030680332,37.84562259549836
gs,대리점,127.72117258009676,36.53009041293064
gs,대리점,128.08357206070798,35.07437769974816
gs,대리점,128.62788010037485,36.81942239798169
gs,대리점,128.16593504090943,35.574951319275755
gs,대리점,126.84534373402596,36.620246033311865
gs,대리점,126.84036292985212,36.62201503488068
gs,대리점,126.90104645286549,37.139900259840125
gs,대리점,127.65727265638677,37.00276824917476
gs,대리점,128.3759273221094,36.11059411812416
gs,대리점,127.10956082809166,35.87023388026745
gs,대리점,129.1428047,35.5986938
gs,대리점,127.47858055611458,36.751579065448
gs,대리점,129.4077692,35.9864061
gs,대리점,128.4186671,36.1478453
gs,대리점,127.46228348116328,35.18335160775688
gs,대리점,127.7889977760394,35.03221221475785
gs,대리점,129.28488890687169,35.44202276111391
gs,대리점,129.22957497372263,35.87989039505722
gs,대리점,128.6839837753283,36.52141162856283
gs,대리점,128.27927587514318,36.38383797952419
gs,대리점,127.10467685932764,36.04980291557944
gs,대리점,128.1988126,37.0964957
gs,대리점,127.03013020342996,37.60809902833702
gs,대리점,127.300926,34.6395667
gs,대리점,129.1313223047663,35.57529007895455
gs,대리점,129.18321199488193,37.42932268275074
gs,대리점,127.01280480601748,37.792170031466846
