구분,보통휘발유,자동차용경유
2026년06월11일,2009.73,2004.69
2026년06월12일,2009.67,2004.6
2026년06월13일,2009.56,2004.47
2026년06월14일,2009.56,2004.22
2026년06월15일,2009.43,2004.35
2026년06월16일,2009.14,2004.16
2026년06월17일,2009.08,2004.08
2026년06월18일,2008.9,2003.87
2026년06월19일,2008.76,2003.71
2026년06월20일,2008.71,2003.39
2026년06월21일,2008.72,2003.31
