구분,정유사평균,SK에너지,GS칼텍스,HD현대오일뱅크,S-OIL,알뜰주유소,(알뜰-자영),자가상표
2026년07월03일,1899.79,1899.70,1901.48,1897.65,1900.54,1899.80,1850.96,1900.78
