구분,보통휘발유,자동차용경유
25년10월5주,783.57,899.27
25년11월1주,816.54,954.12
25년11월2주,822.64,984.26
25년11월3주,834.76,989.34
25년11월4주,811.28,974.29
25년12월1주,825.51,944.51
25년12월2주,825.85,927.09
25년12월3주,814.39,903.13
25년12월4주,804.51,883.22
25년12월5주,789.12,860.07
26년01월1주,771.20,853.93
26년01월2주,761.36,848.48
26년01월3주,767.40,866.41
26년01월4주,760.37,877.52
26년02월1주,768.79,908.35
26년02월2주,769.09,922.49
26년02월3주,785.54,942.44
26년02월4주,775.06,928.74
26년03월1주,911.31,1169.00
26년03월2주,914.64,1177.75
26년03월3주,871.01,1077.74
26년03월4주,888.26,1093.12
26년04월1주,1121.57,1349.47
26년04월2주,1121.73,1349.75
26년04월3주,1119.25,1348.39
26년04월4주,1119.34,1346.97
26년04월5주,1117.89,1346.54
26년05월1주,1122.03,1349.94
26년05월2주,1121.31,1349.48
26년05월3주,1117.10,1349.18
26년05월4주,1118.42,1347.83
