n_raw_days,n_effective_final,excluded_days,change_method,freq,fill_method,causal_only,selected_p,selected_q,selection_rule,selection_bic,selection_train_lb_pvalue,selection_full_lb_pvalue,selection_train_intl_block_p,selection_full_intl_block_p,dom_chg_adf_p,dom_chg_kpss_p,intl_chg_adf_p,intl_chg_kpss_p,change_model_ok,final_stable,oos_rmse_chg,oos_mae_chg,oos_rmse_level,oos_mae_level,oos_mape_level_pct,irf_peak_lag,irf_half_mass_lag,irf_mean_lag,irf_cum_response_horizon,recommended_shift_days,n_fixed_regressors,fuel_key,fuel_label,benchmark_col,target_layer,target_description,dom_col,intl_col,freq_unit,recommended_shift_periods,recommended_shift_weeks,recommended_shift_days_equiv,note
682,392,262,logdiff,W-SAT,ffill,False,13,13,stable + train_lb_pass + intl_block_pass -> OOS rank among full_stable,781.9857449298327,0.20509926232629222,0.000145751843727163,7.356344415630221e-33,1.024360383406169e-67,1.0782515096087203e-06,0.1,1.0189907420201777e-22,0.1,True,True,2.3083084105630287,1.8147871697941471,12.126378458335067,9.691149408242238,1.810072328877775,1,1,6.293940969940989,0.8157786708778784,6,11,diesel,경유,경유0.001_원리터,refinery_pre_tax_weekly,국제제품가격 주간 -> 정유사 세전 공급가격 주간,refinery_pre_tax_weekly,benchmark_weekly,weeks,6,6,42,"recommended_shift_days 컬럼명은 기존 함수 호환 때문에 남아 있으나, 본 정유사 주간 분석에서는 주 단위 lag period로 해석해야 함."
