n_raw_days,n_effective_final,excluded_days,change_method,freq,fill_method,causal_only,selected_p,selected_q,selection_rule,selection_bic,selection_train_lb_pvalue,selection_full_lb_pvalue,selection_train_intl_block_p,selection_full_intl_block_p,dom_chg_adf_p,dom_chg_kpss_p,intl_chg_adf_p,intl_chg_kpss_p,change_model_ok,final_stable,oos_rmse_chg,oos_mae_chg,oos_rmse_level,oos_mae_level,oos_mape_level_pct,irf_peak_lag,irf_half_mass_lag,irf_mean_lag,irf_cum_response_horizon,recommended_shift_days,n_fixed_regressors,fuel_key,fuel_label,benchmark_col,target_layer,target_description
6445,4263,2137,logdiff,D,ffill,True,9,14,stable + train_lb_pass + intl_block_pass -> OOS rank among full_stable,-3190.048981985457,0.24055172092084195,1.763590380015743e-08,4.1126676430487833e-26,1.899488767032289e-17,3.532152125244077e-14,0.1,1.9043072610115617e-18,0.1,True,True,0.034323181411025167,0.022976874384942572,0.536893477820286,0.36625809675479537,0.022976636739247207,8,16,20.267113059978502,0.21618371595529257,20,17,gasoline,휘발유,휘발유92RON_원리터,consumer_retail_gross_daily,국제제품가격 일별 -> 주유소 소비자가격 일별
