p,q,aic,bic,stable,intl_block_p,lb_pvalue,lb_lag,n_obs,train_lb_pass,train_intl_pass
14,14,-4279.044189486089,-4049.112745942561,True,1.0879151865355316e-12,0.27726866685056234,19,1095,True,True
14,13,-4273.780938838442,-4048.848004937165,True,6.709723808045115e-11,0.28776565508063523,19,1095,True,True
8,15,-4253.349766925023,-4048.410871592748,True,4.635311777794595e-11,5.035098493079603e-06,14,1095,False,True
16,11,-4272.443978772888,-4047.511044871611,True,7.611948587188955e-11,0.2460435283430652,21,1095,True,True
15,12,-4272.289336102006,-4047.356402200729,True,1.0139603283841184e-11,0.3030383928645259,20,1095,True,True
15,10,-4261.67931775639,-4046.7434031396147,True,1.657663391883004e-08,0.17096749977880876,20,1095,True,True
10,4,-4206.502405362989,-4046.5500968109695,True,6.606158682545676e-07,0.022531952274905533,15,1095,False,True
16,9,-4261.190488434336,-4046.25457381756,True,8.579550083840177e-09,0.13612979049046417,21,1095,True,True
12,7,-4230.462663418422,-4045.5178066551503,True,1.4052686670307976e-06,0.007962297476179965,17,1095,False,True
10,3,-4200.238559976737,-4045.2847610669683,True,9.849713183248689e-08,0.06336374653788232,15,1095,True,True
14,15,-4280.173145112144,-4045.243191926366,True,4.022197024697164e-12,0.2345542939695193,19,1095,True,True
17,8,-4259.921765121023,-4044.985850504247,True,4.76001022834059e-09,0.1376096978340168,22,1095,True,True
13,13,-4264.610103705514,-4044.6756794464877,True,2.6779686370781835e-11,0.0055072314205068295,18,1095,False,True
9,17,-4264.34708466869,-4044.412660409663,True,1.6078725975396173e-10,0.0012459858770327498,14,1095,False,True
11,16,-4268.936747555023,-4044.0038136537464,True,6.089946746823319e-11,0.014191395893352535,16,1095,False,True
10,17,-4268.813998458525,-4043.881064557248,True,1.4657558141154027e-10,0.013778882259310024,15,1095,False,True
12,15,-4268.770922538924,-4043.8379886376474,True,1.6038721920799866e-11,0.011653098235686233,17,1095,False,True
10,2,-4193.56201276476,-4043.606723497242,True,7.939516111302397e-08,0.08328410574119673,15,1095,True,True
13,14,-4268.3737651564425,-4043.4408312551654,True,1.1583856241964928e-12,0.00484195627358289,18,1095,False,True
14,7,-4237.870323607633,-4042.9284475598593,True,5.092865070175239e-06,0.10595763203011263,19,1095,True,True
15,14,-4277.739356433502,-4042.8094032477234,True,6.648707089006274e-13,0.3183747788650139,20,1095,True,True
15,13,-4272.3980323949745,-4042.466588851447,True,3.661129153147071e-11,0.3437563918593011,20,1095,True,True
16,12,-4271.626898221115,-4041.6954546775873,True,4.58504614053826e-12,0.27217556585529273,21,1095,True,True
8,16,-4251.353314152435,-4041.4159091779097,True,1.0865864892945917e-10,4.9039222677243065e-06,14,1095,False,True
16,10,-4260.793535746647,-4040.8591114876203,True,1.1722605179416734e-08,0.11215480448583177,21,1095,True,True
17,11,-4270.541204713057,-4040.609761169529,True,8.585933679019454e-11,0.2698918412995048,22,1095,True,True
18,8,-4260.323403625602,-4040.3889793665753,True,3.877816340896437e-09,0.15543329050372626,23,1095,True,True
11,4,-4204.76666638661,-4039.8158481923406,True,7.140578640072453e-07,0.017895343085175163,16,1095,False,True
10,5,-4204.517032722119,-4039.5662145278498,True,1.9601112890784097e-06,0.022622795793120896,15,1095,False,True
9,4,-4194.396327091193,-4039.442528181424,True,4.150330937779759e-07,0.0005213549536267561,14,1095,False,True
