n_raw_days,n_effective_final,excluded_days,change_method,freq,fill_method,causal_only,selected_p,selected_q,selection_rule,selection_bic,selection_train_lb_pvalue,selection_full_lb_pvalue,selection_train_intl_block_p,selection_full_intl_block_p,dom_chg_adf_p,dom_chg_kpss_p,intl_chg_adf_p,intl_chg_kpss_p,change_model_ok,final_stable,oos_rmse_chg,oos_mae_chg,oos_rmse_level,oos_mae_level,oos_mape_level_pct,irf_peak_lag,irf_half_mass_lag,irf_mean_lag,irf_cum_response_horizon,recommended_shift_days,n_fixed_regressors,fuel_key,fuel_label,benchmark_col,target_layer,target_description
6445,2897,2137,logdiff,D,ffill,True,21,34,stable + train_lb_pass + intl_block_pass -> OOS rank + full_lb_pass,-3911.1124478514225,0.4838321018477002,0.053497775615890225,4.39120980361873e-21,2.6573707655824e-29,2.0782516488264027e-14,0.1,1.1190308505412415e-13,0.1,True,True,0.039208297939454156,0.024957845152400994,0.48383066446249995,0.3134612365196159,0.024956674836825066,8,21,23.047991574426508,0.32566447789981523,23,17,diesel,경유,경유0.001_원리터,consumer_retail_gross_daily,국제제품가격 일별 -> 주유소 소비자가격 일별
