구분,정유사평균,SK에너지,GS칼텍스,HD현대오일뱅크,S-OIL,알뜰주유소,(알뜰-자영),자가상표
2026년06월27일,1987.8,1986.08,1987.89,1987.62,1989.9,1983.53,1953.13,1980.94
2026년06월28일,1978.25,1971.69,1980.09,1980.72,1981.81,1979.27,1941.35,1972.64
