n_raw_days,n_effective_final,excluded_days,change_method,freq,fill_method,causal_only,selected_p,selected_q,selection_rule,selection_bic,selection_train_lb_pvalue,selection_full_lb_pvalue,selection_train_intl_block_p,selection_full_intl_block_p,dom_chg_adf_p,dom_chg_kpss_p,intl_chg_adf_p,intl_chg_kpss_p,change_model_ok,final_stable,oos_rmse_chg,oos_mae_chg,oos_rmse_level,oos_mae_level,oos_mape_level_pct,irf_peak_lag,irf_half_mass_lag,irf_mean_lag,irf_cum_response_horizon,recommended_shift_days,n_fixed_regressors,fuel_key,fuel_label,benchmark_col,target_layer,target_description,dom_col,intl_col,freq_unit,recommended_shift_periods,recommended_shift_weeks,recommended_shift_days_equiv,note
921,565,314,logdiff,W-SAT,ffill,False,13,12,stable + train_lb_pass + intl_block_pass -> OOS rank among full_stable,604.7757856782057,0.15388788234487727,0.0013739093736689497,9.479296337464417e-55,9.455020139353216e-54,1.2946499776990537e-07,0.1,6.325248025408692e-17,0.1,True,True,2.42757562064294,1.6373130581205348,11.793663615034458,8.937011541650415,1.6290713376991057,1,3,8.11822107127485,0.7549736741872197,8,11,gasoline,휘발유,휘발유92RON_원리터,refinery_pre_tax_weekly,국제제품가격 주간 -> 정유사 세전 공급가격 주간,refinery_pre_tax_weekly,benchmark_weekly,weeks,8,8,56,"recommended_shift_days 컬럼명은 기존 함수 호환 때문에 남아 있으나, 본 정유사 주간 분석에서는 주 단위 lag period로 해석해야 함."
