date,dom_chg,dom_level,prev_dom_level,fitted_chg,fitted_level,err_chg,err_level
2016-08-27,10.793919433569688,443.52,398.14,6.509980064913026,424.9210992537844,4.283939368656662,18.598900746215577
2016-09-03,-2.559997307123929,432.31,443.52,-3.316879530632696,429.0502741639072,0.7568822235087671,3.259725836092798
2016-09-10,6.347390337362135,460.64,432.31,7.922991928635727,467.95533006196774,-1.5756015912735917,-7.315330061967757
2016-09-17,0.17352077926640064,461.44,460.64,-2.721157551533611,448.27426840239445,2.8946783308000117,13.165731597605543
2016-09-24,-3.0228669409609665,447.7,461.44,-0.9828054529118428,456.92715508586144,-2.0400614880491235,-9.227155085861455
2016-10-01,-1.362829467598381,441.64,447.7,-4.10744838393627,429.6834958092132,2.744618916337889,11.956504190786802
2016-10-08,6.923436634126556,473.3,441.64,4.443379303557053,461.7062487332837,2.4800573305695037,11.59375126671631
2016-10-15,2.5532236714759016,485.54,473.3,3.5032858919555143,490.17491452832604,-0.9500622204796128,-4.634914528326021
2016-10-22,1.1019508102346975,490.92,485.54,-0.9595922182419956,480.9030792899469,2.0615430284766934,10.016920710053114
2016-10-29,-1.3824443324200963,484.18,490.92,0.6980269002880362,494.3587413663088,-2.0804712327081325,-10.17874136630877
2016-11-05,-0.656867849466547,481.01,484.18,-2.3574389174780483,472.89924316222226,1.7005710680115014,8.110756837777728
2016-11-12,0.4749518940596609,483.3,481.01,1.3507867751402156,487.5515008668282,-0.8758348810805547,-4.251500866828167
2016-11-19,-6.2408230951558785,454.06,483.3,-4.628923499146569,461.4382969217951,-1.6118995960093097,-7.378296921795084
2016-11-26,1.3931487555180588,460.43,454.06,3.220895366369263,468.9228713745488,-1.8277466108512042,-8.49287137454877
2016-12-03,1.7417954747013908,468.52,460.43,2.549500149938502,472.31958198847923,-0.8077046752371113,-3.7995819884792468
2016-12-10,8.021344354555815,507.65,468.52,7.872690936671756,506.89592154467294,0.14865341788405928,0.7540784553270328
2016-12-17,0.8903416204019798,512.19,507.65,1.744724347883102,516.5848104084432,-0.8543827274811222,-4.394810408443163
2016-12-24,4.016342827246344,533.18,512.19,0.6452188881190679,515.505431014642,3.3711239391272763,17.67456898535795
2016-12-31,3.049540473647827,549.69,533.18,-0.48940217717548096,530.5769802848207,3.538942650823308,19.113019715179348
2017-01-07,4.950979144916001,577.59,549.69,4.478046942331604,574.864840049933,0.4729322025843974,2.7251599500669954
2017-01-14,1.7913692595939779,588.03,577.59,0.0229569369568986,577.7226121934358,1.7684123226370794,10.30738780656418
2017-01-21,-3.9651396159900543,565.17,588.03,-3.4277930339313443,568.2150957096409,-0.53734658205871,-3.0450957096409184
2017-01-28,-5.596323622318433,534.41,565.17,-1.8698950225066584,554.7001073672639,-3.7264285998117748,-20.290107367263886
2017-02-04,-4.769422855909777,509.52,534.41,0.6113732850166245,537.6872478734476,-5.380796140926401,-28.16724787344765
2017-02-11,2.9262267540809184,524.65,509.52,4.62594718822988,533.6438014700167,-1.6997204341489613,-8.993801470016706
2017-02-18,-0.1946045563976817,523.63,524.65,-2.234610723107866,513.0561361478492,2.0400061667101843,10.573863852150794
2017-02-25,6.840067508968417,560.7,523.63,-0.44464361213679265,521.3068812807523,7.28471112110521,39.393118719247695
2017-03-04,-4.819109271224686,534.32,560.7,-3.832473984878053,539.6178820722286,-0.9866352863466332,-5.297882072228504
2017-03-11,0.23366898816936654,535.57,534.32,2.4434988449570927,547.5369230990027,-2.209829856787726,-11.966923099002656
2017-03-18,-2.8119131034942235,520.72,535.57,-1.3111380270567334,528.5937719965964,-1.50077507643749,-7.873771996596361
2017-03-25,-4.471279888648283,497.95,520.72,-1.4611337531280029,513.166899149902,-3.01014613552028,-15.216899149901963
2017-04-01,-8.419833304745605,457.74,497.95,-3.0122791820124046,483.1740199703736,-5.407554122733201,-25.434019970373583
2017-04-08,10.18545736372678,506.82,457.74,3.229922235884965,472.76600387501867,6.955535127841815,34.053996124981325
2017-04-15,3.0430794626941093,522.48,506.82,3.786967867081174,526.3811602848816,-0.7438884043870648,-3.9011602848815983
2017-04-22,1.9108861698046375,532.56,522.48,2.1949162478344575,534.0747807817236,-0.28403007802981994,-1.5147807817236298
2017-04-29,-0.6555918134601768,529.08,532.56,-0.9523307122197904,527.5123409119212,0.29673889875961357,1.5676590880788126
2017-05-06,-7.477699107700531,490.96,529.08,-5.370393647095196,501.41580786828433,-2.1073054606053345,-10.455807868284353
2017-05-13,0.7123823800839979,494.47,490.96,0.07190726821619756,491.3131628837079,0.6404751118678004,3.156837116292138
2017-05-20,-0.9591425057030811,489.75,494.47,-1.4443189764381197,487.37960318822377,0.48517647073503856,2.3703968117762315
2017-05-27,2.615818983343665,502.73,489.75,3.102092040622496,505.1805940011192,-0.48627305727883074,-2.450594001119157
2017-06-03,-1.6627437638464748,494.44,502.73,-3.6131858793294023,484.88967356002314,1.9504421154829275,9.550326439976857
2017-06-10,-0.0687883167917569,494.1,494.44,2.5122029323926425,507.0186755634021,-2.5809912491843994,-12.918675563402076
2017-06-17,-2.963955838626564,479.67,494.1,-3.2444711909081247,478.3263374806298,0.28051535228156066,1.3436625193702412
2017-06-24,-1.3263294890538901,473.35,479.67,-2.3867854669806015,468.35685348149383,1.0604559779267113,4.993146518506194
2017-07-01,-3.39489042135126,457.55,473.35,-4.7108398628387524,451.568317610031,1.3159494414874926,5.9816823899690235
2017-07-08,6.7048754379309905,489.28,457.55,3.0569113472377043,471.75287654454314,3.647964090693286,17.52712345545683
2017-07-15,-3.263518577184943,473.57,489.28,1.9251051059984925,498.7904031777285,-5.188623683183435,-25.220403177728485
2017-07-22,-0.4698819126688569,471.35,473.57,1.601884036849411,481.2171277703714,-2.0717659495182676,-9.867127770371383
2017-07-29,0.45721138851453347,473.51,471.35,1.3111426744823087,477.57076342100686,-0.8539312859677752,-4.060763421006868
2017-08-05,-0.13948182657834707,472.85,473.51,0.18705204912627757,474.3965390440532,-0.32653387570462467,-1.5465390440531905
2017-08-12,7.854982139691824,511.49,472.85,3.8203251781477197,491.2639035834919,4.034656961544105,20.226096416508085
2017-08-19,-0.4408616664994369,509.24,511.49,-0.056002216510979946,511.2036344557783,-0.384859449988457,-1.9636344557782763
2017-08-26,0.9848446022602708,514.28,509.24,1.7334723289288032,518.1444899457736,-0.7486277266685324,-3.8644899457735846
2017-09-02,-2.0449565923958524,503.87,514.28,-0.5708714231024408,511.3524865645662,-1.4740851692934116,-7.482486564566216
2017-09-09,6.1386666209428675,535.77,503.87,4.671300573309039,527.9656918430676,1.4673660476338286,7.804308156932393
2017-09-16,-0.44521005858868534,533.39,535.77,-2.793131210185008,521.012301291943,2.3479211515963225,12.377698708056982
2017-09-23,2.61461267881975,547.52,533.39,-0.46932730327371697,530.8925203582857,3.083939982093467,16.62747964171433
2017-09-30,-0.9598077004704386,542.29,547.52,-3.105206966914585,530.77962753144,2.1453992664441466,11.510372468559922
2017-10-07,2.618965485252822,556.68,542.29,2.2813234174683217,554.8035837050755,0.33764206778450045,1.876416294924411
2017-10-14,-2.208589590737997,544.52,556.68,-0.47789095124193376,554.0260232609213,-1.7306986394960633,-9.506023260921324
2017-10-21,-1.9696117138131797,533.9,544.52,-0.9867824219868293,539.1731964013693,-0.9828292918263504,-5.273196401369319
2017-10-28,-3.1952937671730908,517.11,533.9,0.28087619476684494,535.4017059839078,-3.4761699619399358,-18.291705983907832
2017-11-04,1.4551994167016247,524.69,517.11,0.4678880499426429,519.535164999378,0.9873113667589818,5.154835000622029
2017-11-11,7.8944020047201136,567.79,524.69,5.762801020357244,555.8150651056957,2.131600984362869,11.974934894304283
2017-11-18,0.3182728049138994,569.6,567.79,-0.5852056543448657,564.4769643063028,0.9034784592587651,5.123035693697261
2017-11-25,0.9713902861774315,575.16,569.6,0.006525279928632971,569.6371692071577,0.9648650062487986,5.522830792842228
2017-12-02,-1.8141166642581474,564.82,575.16,-2.6706467033609043,560.0028068372064,0.8565300391027568,4.817193162793615
