p,q,aic,bic,stable,intl_block_p,lb_pvalue,lb_lag,n_obs,train_lb_pass,train_intl_pass
10,56,532.5889713584957,773.5275959312091,True,5.479755773194916e-51,0.022296059299783195,15,156,False,True
28,43,517.4657274755593,773.6536320845205,True,2.4431186091919417e-46,0.000866136589267351,31,156,False,True
9,57,532.7247449031805,773.6633694758939,True,4.7179110628249366e-54,0.022717676730629,14,156,False,True
29,42,517.5259723984402,773.7138770074013,True,2.7569301682407143e-45,0.00037183079409168273,31,156,False,True
40,31,517.5401989474174,773.7281035563784,True,7.069940759407317e-45,,31,156,False,True
2,9,700.6847879518107,773.8813321257995,True,9.966905644121609e-39,1.603455463486591e-23,8,156,False,True
30,41,517.7823340624338,773.9702386713949,True,1.489322854549117e-44,5.696134173277123e-05,31,156,False,True
8,57,536.094909930733,773.983678496197,True,1.951457263056021e-66,0.10769488410230696,13,156,True,True
11,55,533.10277395134,774.0413985240534,True,5.364445978907487e-51,0.012966894081585361,16,156,False,True
25,49,508.8084806175086,774.1459532482183,True,3.135930372143105e-48,1.6713136936100274e-06,30,156,False,True
31,40,517.9925407431738,774.1804453521349,True,1.8934648319885748e-43,,31,156,False,True
19,53,514.9510420426618,774.1888026588724,True,3.1497101889721468e-52,9.312643879019609e-05,24,156,False,True
17,55,515.0778030957014,774.3155637119121,True,4.232564819576098e-53,0.0028130511989298314,22,156,False,True
20,53,512.0684650231706,774.3560816466309,True,4.1635817152400784e-50,0.00024931223875837344,25,156,False,True
26,46,515.1315097476754,774.369270363886,True,2.669561211823416e-46,3.062817333824304e-05,31,156,False,True
14,55,524.3169396995779,774.40513229404,True,3.722649818405316e-53,0.0016092431583337504,19,156,False,True
39,32,518.2196386874205,774.4075432963816,True,9.34628530923543e-44,,31,156,False,True
19,0,676.8898038276338,774.485196059619,True,0.00041084172540665706,0.032890224168980436,24,156,False,True
25,47,515.2516221602253,774.4893827764361,True,3.4621175736800324e-46,0.00012338333093003286,30,156,False,True
2,13,689.1643781099493,774.5603463129364,True,2.8144828397010996e-40,6.119284627684982e-19,8,156,False,True
26,48,509.5233493994813,774.860822030191,True,1.5219051439194415e-48,3.058606163399866e-06,31,156,False,True
0,1,732.2137844842034,774.9117685856969,True,1.1203042388234058e-18,1.1033716259263213e-29,8,156,False,True
32,39,518.7577139755373,774.9456185844983,True,1.0407305573576243e-42,,31,156,False,True
7,53,552.4106878657497,775.0501763949658,True,1.3426062279630138e-56,0.011321753347678943,12,156,False,True
2,10,698.8319853417545,775.0783855229929,True,1.0069649378483195e-40,1.419822123747478e-22,8,156,False,True
35,36,518.9056040383277,775.0935086472889,True,6.347775051589424e-43,,31,156,False,True
51,26,500.68425657320904,775.1712972256673,True,3.595251162424242e-39,,31,156,False,True
35,35,522.1222388638666,775.2602874655782,True,2.1805809838522726e-40,,31,156,False,True
