p,q,aic,bic,stable,intl_block_p,lb_pvalue,lb_lag,n_obs,train_lb_pass,train_intl_pass,oos_rmse_chg,oos_mae_chg,oos_rmse_level,oos_mae_level,oos_mape_level_pct,full_lb_pvalue,full_lb_lag,full_stable,full_intl_block_p,full_n_obs,full_lb_pass
13,15,491.5488069105362,616.5929032077672,True,1.0377168736656584e-54,0.1535879675849361,18,156,True,True,2.451753189404498,1.6411029408312559,11.78181097898323,8.853394556705195,1.6342365484527437,0.002411985696704274,18,True,1.4916188849528333e-55,559,False
13,7,490.0282085551434,590.6734567943781,True,1.1759102278029015e-47,0.15264591153270246,18,156,True,True,2.4749589452179257,1.699536078242567,11.96781513182982,9.2254382411045,1.6915427651550696,0.000405394018866646,18,True,9.759861983788844e-37,565,False
8,44,525.8907163909689,724.1313568621888,True,4.259389104133153e-65,0.15056322156309537,13,156,True,True,2.4842019080089424,1.8616021606934638,12.897882359318098,10.022320914081739,1.864833979602227,2.951829520056869e-12,13,True,1.1385820251605966e-112,472,False
8,43,524.6928332942157,719.883617758186,True,8.565963308976763e-66,0.1756458533283582,13,156,True,True,2.50168283236855,1.8759963011908913,12.972966277844016,10.095524310556607,1.8801106563807362,1.9370794227812146e-12,13,True,3.7542307798862e-109,475,False
13,5,487.9347723533261,582.4803085780618,True,9.573779830848908e-48,0.17745538746562395,18,156,True,True,2.504262836501348,1.7323406349900061,12.030362513847152,9.355108003130207,1.7258955105756935,3.200258326231491e-08,18,True,3.934435945868017e-32,565,False
13,6,489.253414514582,586.8488067465672,True,3.309055533958931e-47,0.19197204128685308,18,156,True,True,2.5078079980197274,1.7277553806951114,12.050301540517872,9.337653620877193,1.7204494346111001,1.4326409058584673e-05,18,True,3.011250096960669e-38,565,False
8,45,527.357528178693,728.6480246571624,True,1.3539668889034272e-63,0.1723895820349948,13,156,True,True,2.509616413221509,1.8894258544685123,13.03598127179226,10.162760451853273,1.8926293400824845,9.086172987310551e-13,13,True,1.0906390917819397e-113,469,False
8,46,529.3546367326908,733.6949892184098,True,4.460719532168613e-63,0.17121115716285834,13,156,True,True,2.5101628686569164,1.8993097094390619,13.095103363044931,10.242969610202673,1.9022761680264473,1.6679771501965245e-13,13,True,2.244863213923542e-116,466,False
14,6,488.2893759669432,588.9346242061779,True,3.779331313341848e-48,0.055805275761294675,19,156,True,True,2.510509469783383,1.7355073037812172,12.09706530191121,9.372787737865359,1.7286603363451705,2.1138713417662633e-05,19,True,2.0456189805787333e-36,562,False
8,42,522.7943850740709,714.9353135307917,True,3.618928329387561e-67,0.18024992877121104,13,156,True,True,2.5135434859351675,1.8888188600370768,13.043006711411794,10.180499377830428,1.8936351270572118,6.665403136862422e-13,13,True,1.7466595553867189e-106,478,False
12,13,506.1512676081428,622.0457958836253,True,1.2928381145289956e-58,0.16574747234259907,17,156,True,True,2.5184391722227786,1.6887497387068786,12.167115583977544,9.213836369856354,1.6806279251094418,1.5257901936826645e-06,17,True,1.7674171533716162e-54,565,False
12,14,499.3167879245029,618.2611722072348,True,2.269197463063948e-56,0.3076784082771274,17,156,True,True,2.519666339927527,1.6891472479566647,12.110906055860431,9.17475369147124,1.6803238172683153,2.3889693367814676e-06,17,True,9.123148664383793e-53,562,False
12,15,494.9933986283275,616.987638918309,True,4.611689910727941e-56,0.14700686457139844,17,156,True,True,2.5320294351651906,1.6914589380602867,12.076204224506828,9.121390104307968,1.6823861878830144,7.437242286488813e-07,17,True,8.02033956673324e-53,559,False
8,41,521.4185569751631,710.5096294246345,True,3.487748503133483e-65,0.16523870929667103,13,156,True,True,2.637025277039639,1.9044779031593217,13.512688346785195,10.229208434693954,1.9131849509490837,1.0097006420957826e-11,13,True,3.157360678535475e-97,481,False
8,40,520.7323298078493,706.7735462500711,True,2.406786423593248e-65,0.19046657787764873,13,156,True,True,2.672256551483653,1.9071620443661756,13.627552578176994,10.216567309171028,1.9174774413166595,3.417162431441535e-12,13,True,1.2126713603672524e-91,484,False
8,39,520.6884180800995,703.6797785150718,True,1.1413248145809845e-66,0.16275386684150656,13,156,True,True,2.6777840763017937,1.906909139289039,13.622902997224324,10.198556111652357,1.9177237076588172,2.381852511908919e-13,13,True,6.220732900793495e-91,487,False
8,11,512.2252686114634,609.8206608434486,True,5.560763280299845e-58,0.061376041924943,13,156,True,True,2.832354568075956,1.8512393475839237,13.665838837687591,10.15496779773874,1.842280476444188,5.5017514290924144e-17,13,True,1.3579722256641071e-36,571,False
8,12,514.1686805253644,614.8139287645992,True,4.347536771461842e-59,0.056329382621265134,13,156,True,True,2.8474695620740276,1.8621000253918258,13.675755732171167,10.183356502524257,1.8529384630244867,6.121181417574385e-17,13,True,2.331008234824087e-38,568,False
4,15,530.9140529534511,628.5094451854363,True,1.875966805649463e-51,0.16984096629267834,9,156,True,True,3.106083475319093,2.1350261820676786,14.811847127888704,11.45330028846664,2.1259049719720298,4.7172210713267354e-17,9,True,8.521307923946063e-36,559,False
4,17,520.2830839579497,623.9781882044339,True,2.202940557845171e-49,0.15007028796246538,9,156,True,True,3.135077640968852,2.157206710497774,14.888417855411303,11.517787247675766,2.1483230294990965,1.4802755917857818e-17,9,True,1.7073825585661173e-35,553,False
4,21,524.4518426718696,640.3463709473519,True,1.9052551704466462e-47,0.15032303739723255,9,156,True,True,3.1956154391526397,2.217417676522301,15.197393487121227,11.795403961017097,2.2080932770743273,1.7870275928144816e-17,9,True,3.576030647259132e-36,541,False
