week_end,actual_refinery_pre,source_date_in_csv,intl_w,is_excluded,intl_w_irf,intl_w_irf_up,intl_w_irf_down,intl_w_diff,intl_w_up,intl_w_down,intl_w_vol4,intl_w_vol8,trend,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12
2018-08-25,700.18,2018-08-28,624.2946531532998,0,611.4638790545011,4.114644813021567,0.47528221444100593,6.350584719184781,6.350584719184781,-0.0,4.338905989464102,9.258943439421705,0.8158795345653662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2018-09-01,667.86,2018-08-31,641.4700138894754,0,619.0458612596321,8.652392939911776,1.0704107347806895,17.17536073617555,17.17536073617555,-0.0,7.4124691965422205,10.358025109019284,0.8186173853524983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-09-08,721.18,2018-09-07,650.4404530543704,0,630.2245778773254,12.172274220263681,0.9935576025704336,8.970439164895083,8.970439164895083,-0.0,7.166769591882774,10.03239365195593,0.8213552361396304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-09-15,738.85,2018-09-14,654.5699546350571,0,636.2709881834508,6.941922847701119,0.8955125415758993,4.129501580686679,4.129501580686679,-0.0,5.700310512249616,7.310346123826628,0.8240930869267625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-09-22,734.42,2018-09-21,656.6553782363143,0,640.561486597149,4.708501537947429,0.41800312424919595,2.085423601257162,2.085423601257162,-0.0,6.709680522841784,6.265566402491252,0.8268309377138946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-09-29,720.31,2018-09-28,674.651186382107,0,647.203875371966,7.915612889291714,1.2732241144746301,17.995808145792694,17.995808145792694,-0.0,7.082186868860785,6.758622487015443,0.8295687885010267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2018-10-06,730.07,2018-10-07,698.7952216578894,0,663.5910405536447,16.771765480544026,0.3846002988654269,24.14403527578247,24.14403527578247,-0.0,10.702638513391818,8.699123294089368,0.8323066392881588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-10-13,781.4,2018-10-14,703.2892411348769,0,675.3630164586455,12.877440443587037,1.1054645385861412,4.494019476987432,4.494019476987432,-0.0,10.61345896510258,8.050718200158597,0.8350444900752909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-10-20,776.69,2018-10-21,688.1454102056441,0,674.9273449149478,4.610020757403239,5.045692301100912,-15.143830929232763,0.0,15.143830929232763,17.401243711621895,12.20985579417516,0.837782340862423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-10-27,758.45,2018-10-28,681.1763097559937,1,668.4070618458013,2.012252507681994,8.532535576828574,-6.969100449650455,0.0,6.969100449650455,17.033205981133484,12.590702634717513,0.840520191649555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-11-03,732.6,2018-10-31,665.5190685299023,1,662.2408358898085,2.1050653404195496,8.27129129641223,-15.6572412260914,0.0,15.6572412260914,9.42379609309593,14.357746215394261,0.8432580424366872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-11-10,725.23,2018-11-07,624.3591902059819,1,645.6894859768531,2.0552157961602857,18.606565709115706,-41.15987832392034,0.0,41.15987832392034,14.82903152415289,20.820426884924625,0.8459958932238193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-11-17,692.29,2018-11-14,605.7587964634913,1,624.0185151718553,1.599272973104684,23.270243778102515,-18.60039374249061,0.0,18.60039374249061,14.570967297223557,21.268136518800596,0.8487337440109514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-11-24,662.72,2018-11-21,566.6877571080764,1,604.3413361522325,1.1258545071894426,20.803033526812158,-39.07103935541488,0.0,39.07103935541488,13.35288206451173,21.50025720547882,0.8514715947980835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-12-01,592.4,2018-11-28,523.048640246574,1,575.7737686655558,0.9965634950066702,29.564130981683476,-43.63911686150243,0.0,43.63911686150243,11.497436438486487,17.539427618211672,0.8542094455852156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-08,610.97,2018-12-07,510.527244382556,1,554.7271684864481,3.1571146285863403,24.203714807693988,-12.521395864018018,0.0,12.521395864018018,15.212392602047968,14.66881520813605,0.8569472963723477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-15,596.05,2018-12-14,508.81373819069904,1,548.4668005204579,2.672229014251906,8.93259698024215,-1.7135061918569363,0.0,1.7135061918569363,20.339239691939095,16.494530764826656,0.8596851471594799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-22,582.54,2018-12-21,488.2796840968536,1,541.3686968837433,1.3864114277277086,8.484515064442414,-20.53405409384544,0.0,20.53405409384544,17.78374611361457,15.336270649944867,0.8624229979466119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-12-29,557.68,2018-12-28,459.8223940129038,1,523.5991525018017,0.9484947004966799,18.718039082438246,-28.457290083949772,0.0,28.457290083949772,11.427986715425773,14.992020847603637,0.865160848733744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2019-01-05,528.61,2019-01-07,464.159039728782,1,513.0719934528114,3.2807609391463144,13.807919988136478,4.336645715878149,4.336645715878149,-0.0,15.445654569943464,16.813578474785118,0.8678986995208761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-12,569.05,2019-01-14,511.04550502206297,1,525.5251070718439,15.984438487830419,3.5313248687980314,46.88646529328099,46.88646529328099,-0.0,33.89870530672585,29.076072656476082,0.8706365503080082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-19,584.92,2019-01-21,521.7172948702289,1,543.8165026972721,22.34034653327768,4.048950907849467,10.671789848165929,10.671789848165929,-0.0,30.88329174861727,27.70714226602097,0.8733744010951403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-26,594.0,2019-01-28,527.1809641552078,1,549.3638242970884,9.082101468966199,3.534779869149904,5.4636692849788915,5.4636692849788915,-0.0,20.22038296272852,23.145309879959363,0.8761122518822724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-02,582.59,2019-01-31,521.3563963107542,1,547.3184760956717,3.553370708710613,5.5987189101271735,-5.824567844453554,0.0,5.824567844453554,22.78976816395465,22.723661420396898,0.8788501026694046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-09,596.44,2019-02-07,529.2963173717437,1,544.9319964653317,5.071214822223788,7.45769445256386,7.939921060989491,7.939921060989491,-0.0,7.244162702769974,22.79372273118846,0.8815879534565366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-16,605.43,2019-02-14,547.0152498445109,1,550.0961125371542,9.421729730451093,4.257613658628609,17.718932472767165,17.718932472767165,-0.0,9.674426005183136,21.214544986352752,0.8843258042436687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23,612.83,2019-02-21,574.4143906858405,1,563.5953513890174,15.803907141128517,2.3046682892652903,27.399140841329654,27.399140841329654,-0.0,14.187932412097231,16.392993344469392,0.8870636550308009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-02,613.22,2019-02-28,576.3767730088063,1,571.87714415882,12.838690669935483,4.556897900132894,1.9623823229657091,1.9623823229657091,-0.0,11.176706650512745,16.619563853363246,0.8898015058179329,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-09,649.46,2019-03-07,575.0882306932983,1,570.4138529625868,3.517242654887424,4.980533851120553,-1.2885423155079252,0.0,1.2885423155079252,13.490242660106247,10.678467327297584,0.892539356605065,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-16,660.31,2019-03-14,578.2898189546332,1,570.5482585162362,2.6627994759186944,2.528393922269369,3.201588261334905,3.201588261334905,-0.0,13.190270450380261,10.73843729531516,0.8952772073921971,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-23,654.39,2019-03-21,576.5460857293024,1,572.7495535822696,5.3923588797020585,3.1910638136686726,-1.7437332253308568,0.0,1.7437332253308568,2.4266594114133406,11.185635424701319,0.8980150581793293,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-30,630.36,2019-03-28,572.7182955887405,1,569.801956779479,1.824880481778529,4.7724772845690815,-3.8277901405618877,0.0,3.8277901405618877,2.958432994959465,10.89832413125171,0.9007529089664613,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-06,621.32,2019-04-07,577.9726570436229,1,567.807931451465,2.7812962617861583,4.775321589800123,5.254361454882428,5.254361454882428,-0.0,4.22181184534023,10.886181159297479,0.9034907597535934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-13,665.58,2019-04-14,595.6899317019798,1,573.1564558208804,8.243033365044376,2.8945089956289394,17.717274658356928,17.717274658356928,-0.0,9.7213122851191,10.885928064099677,0.9062286105407256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-20,672.45,2019-04-21,598.2877682158161,1,580.9870874875385,10.518573360554338,2.6879416938964242,2.597836513836228,2.597836513836228,-0.0,9.03208499729197,6.659801121349614,0.9089664613278576,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-27,680.18,2019-04-28,611.6195576762068,1,586.8808426905417,7.514900292160603,1.621145089157249,13.331789460390723,13.331789460390723,-0.0,7.015897480901988,7.562519025838651,0.9117043121149897,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-04,665.81,2019-05-07,609.0433239667339,1,591.7249356728007,7.958666281047754,3.114573298788803,-2.5762337094729446,0.0,2.5762337094729446,9.375101429719077,7.71322320923438,0.9144421629021219,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-11,689.41,2019-05-14,610.9239333584177,1,590.9324036011333,3.1425610695711663,3.9350931412386965,1.8806093916838336,1.8806093916838336,-0.0,6.74883533067329,7.752774408957712,0.917180013689254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-18,682.46,2019-05-21,630.1750852999276,1,597.251143054321,7.261697262822141,0.9429578096343173,19.251151941509875,19.251151941509875,-0.0,10.071691109168832,8.959586256901046,0.919917864476386,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-25,693.71,2019-05-28,625.7915535374777,1,606.8228297221668,11.206750512566463,1.6350638447207,-4.38353176244982,0.0,4.38353176244982,10.797908855027588,9.054557142462167,0.9226557152635181,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,662.23,2019-05-31,597.1135890368249,1,598.8823918115687,2.666057322939974,10.60649523353801,-28.67796450065282,0.0,28.67796450065282,19.834354854627247,15.468917211577821,0.9253935660506503,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-08,675.74,2019-06-07,550.2773811286886,1,574.2199915809342,0.9822468970098553,25.644647127644348,-46.836207908136316,0.0,46.836207908136316,28.788754439676996,21.852589871960046,0.9281314168377823,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
