coverage_target,clean_n,clean_empirical_coverage,clean_mean_width,clean_interval_score
0.55,2539,0.4942890901929894,14.559140832723806,41.515641965116245
0.6,2539,0.5427333595903899,16.272191721564266,44.475694842164515
0.65,2539,0.5923591965340685,18.38692546576487,47.89826171279819
0.7,2539,0.6408034659314691,20.952706785602746,52.05456816475056
0.75,2539,0.6868846002363135,24.335231006452503,56.83834911670485
0.8,2539,0.7349350137849547,28.740259243926825,62.63546796067462
