date,actual_retail,intl_raw,actual_refinery_pre_raw,is_excluded,intl_irf,intl_irf_up,intl_irf_down,intl_irf_diff_1,intl_irf_diff_7,intl_irf_vol_7,intl_irf_vol_14,intl_irf_ma_7,intl_irf_ma_30,intl_raw_diff_1_diag,intl_raw_diff_7_diag,intl_raw_vol_7_diag,trend,wd_1,wd_2,wd_3,wd_4,wd_5,wd_6,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12
2014-05-05,1684.48,804.4661811368107,,0,818.2123415599555,1.48741918723595,1.9433070845476346,-0.455887897311527,-1.9578516461364188,0.22447157249485367,0.1953668217366153,819.4123726847168,821.5567524708739,1.752932522854735,-16.395750372257794,4.426475022235867,6.053388090349076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-06,1684.53,800.7006223840116,,0,817.7757473663078,1.5673955088148406,2.0039897024623547,-0.4365941936476929,-2.406946544804782,0.18830531204646797,0.2073329242572689,819.0685231783162,821.2691722629677,-3.7655587527991656,-9.280496285367803,2.564125390616649,6.056125941136208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-07,1684.28,795.8386867158183,896.82,0,817.3453786387281,1.599879593462106,2.0302483210418694,-0.43036872757966194,-2.8775835312152367,0.0827140882193055,0.20915958861143483,818.657439816714,820.9797876194301,-4.861935668193269,-8.497377105584519,2.352625948518193,6.05886379192334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-08,1683.99,792.7424896252083,,0,816.7484427681634,1.4360690584700795,2.033004929034873,-0.596935870564721,-3.2448137976250564,0.06248672947647409,0.22367388943395183,818.1938949884818,820.6863299068384,-3.0961970906099623,-11.593574196194481,2.377289181740632,6.061601642710472,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-09,1683.64,794.78872860391,,0,816.0434583522193,1.362284007439577,2.067268423383655,-0.7049844159440681,-3.49274905102277,0.11022456656895165,0.24822367602605305,817.6949308383357,820.3864852252092,2.0462389787016946,-7.924520010045967,2.759619799676492,6.064339493497604,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-10,1683.27,794.78872860391,,0,815.3400345801058,1.368846598151137,2.072270370264559,-0.7034237721135241,-3.730883145603343,0.13258040099056612,0.25669423338264885,817.161947531821,820.0838021647227,0.0,-7.924520010045967,2.759619799676492,6.067077344284736,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-11,1682.91,794.78872860391,,0,814.7337014178146,1.3242258940871892,1.930559056378363,-0.6063331622912074,-3.9345280394524025,0.12106769284245236,0.24188199993395237,816.5998720976135,819.7756433466606,0.0,-7.924520010045967,2.759619799676492,6.069815195071868,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-12,1682.93,790.0893593848895,,0,814.1223602103372,1.217622953238216,1.8289641607157396,-0.6113412074773805,-4.089981349618256,0.11228193201910258,0.23249168103116727,816.015589047668,819.461535838274,-4.699369219020582,-14.376821751921284,2.7125596966012497,6.072553045859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-13,1682.38,791.6340111138921,,0,813.3942793025828,1.2107564241465973,1.9388373319009,-0.7280809077543609,-4.381468063724924,0.10195704391743511,0.20636149459337955,815.3896650385644,819.1394032539603,1.5446517290026804,-9.066611270119438,2.89075019915835,6.075290896646133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-14,1681.9,795.995604914919,892.39,0,812.6216022380344,1.2163525442679806,1.9890296088165058,-0.7726770645484748,-4.723776400693737,0.06943430781601424,0.15527534148709715,814.7148398384653,818.8135664449321,4.3615938010268565,0.15691819910068716,3.0893239085137627,6.078028747433265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-15,1681.29,798.9296381042454,,0,811.8739820911048,1.17188176868325,1.9195019156126611,-0.7476201469295347,-4.874460677058551,0.06444043309556398,0.13531709720856483,814.0184883131714,818.4762497165434,2.934033189326442,6.187148479037091,2.910340146364626,6.080766598220397,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-16,1680.85,796.7309592717118,,0,811.2027921751193,1.1761506075446062,1.8473405235302172,-0.6711899159855648,-4.840666177100047,0.06494978019383184,0.13242843011496916,813.3269645735857,818.128008361299,-2.1986788325336875,1.9422306678017094,3.065870338350171,6.083504449007529,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-17,1680.29,796.7309592717118,,0,810.5970418249323,1.2034663737444318,1.809216723931537,-0.6057503501870087,-4.742992755173532,0.07206875905229289,0.12703657943177057,812.6493941799893,817.7712212104744,0.0,1.9422306678017094,3.065870338350171,6.0862422997946615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-18,1680.02,796.7309592717118,,0,810.0814476309581,1.1681918682603676,1.6837860622342946,-0.5155941939741524,-4.652253786856477,0.09232980685009218,0.11631789816972715,811.9847864961527,817.4072951580889,0.0,1.9422306678017094,3.065870338350171,6.0889801505817935,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-19,1680.04,800.3169816658798,,0,809.4749546797675,1.0626109472349194,1.6691038984255013,-0.606492951190603,-4.647405530569699,0.09281289969911863,0.10724637632270391,811.3208714203571,817.0278959615633,3.586022394168026,10.227622280990317,2.3369595655063162,6.091718001368926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-20,1679.7,794.167496573736,,0,808.8450656879111,1.0984687959077728,1.7283577877643412,-0.6298889918564328,-4.549213614671771,0.08883369067516686,0.09270709800618453,810.6709837611181,816.631027860074,-6.149485092143777,2.5334854598438596,3.701914546309801,6.094455852156058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-21,1679.46,797.3158990937403,889.18,0,808.219366058579,1.1474497386600855,1.7731493679922241,-0.6256996293320753,-4.402236179455372,0.07043947517369563,0.07129673736550561,810.0420928783388,816.2196505263069,3.1484025200043106,1.3202941788213138,3.506704912429053,6.09719370294319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-22,1679.04,797.2736567246061,,0,807.6161493347443,1.1166770475956076,1.719893771430359,-0.6032167238347483,-4.257832756360585,0.047176857506745676,0.07094344280273239,809.4338310560016,815.7921188474908,-0.04224236913421464,-1.6559813796393428,3.292222691147795,6.099931553730322,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-23,1678.88,792.7557233870695,,0,807.0202503245223,1.0824459275708782,1.678344937792736,-0.5958990102219559,-4.1825418505969765,0.03815977866265579,0.07070281450510212,808.8363250773449,815.3448634369291,-4.517933337536647,-3.975235884642302,3.622710034163032,6.102669404517454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-24,1678.46,792.7557233870695,,0,806.4358249987916,1.0776737997575707,1.6620991254882036,-0.5844253257306491,-4.161216826140617,0.03824304038263071,0.07022741198899547,808.2418655307534,814.8791029044811,0.0,-3.975235884642302,3.622710034163032,6.105407255304586,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-25,1677.94,792.7557233870695,,0,805.8704980004014,1.0445553299340575,1.6098823283242387,-0.5653269983902192,-4.210949630556684,0.022549229000283232,0.07238265528837554,807.6403012978168,814.3983477575784,0.0,-3.975235884642302,3.622710034163032,6.108145106091718,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-26,1677.81,791.6732217942349,,0,805.2957659513579,0.9793809985051078,1.5541130475486404,-0.5747320490435186,-4.179188728409599,0.02450296701861951,0.07387455480569038,807.0432743366155,813.8995874972483,-1.0825015928345465,-8.643759871644875,3.1262439919298886,6.11088295687885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-27,1677.53,795.0349432465185,,0,804.6499199055642,0.970777331488818,1.6166233772825365,-0.6458460457937463,-4.195145782346913,0.028487971001700453,0.06859721238448764,806.44396779628,813.3788288512386,3.361721452283632,0.8674466727825347,2.667440423914171,6.113620807665982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-28,1677.1,792.8443468208247,861.04,0,804.067425252307,1.0414419750522692,1.6239366283095202,-0.5824946532571857,-4.151940806272023,0.026422100012084542,0.05437329886368179,805.8508333953841,812.8420699194456,-2.1905964256937978,-4.471552272915574,2.4093153411106876,6.116358658453114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-29,1676.75,787.5935624711819,,0,803.4883457599102,0.9962559912140698,1.5753354836108855,-0.5790794923967724,-4.127803574834047,0.026461991645753514,0.0379909322977323,805.2611471704078,812.2855916477389,-5.2507843496427995,-9.680094253424159,2.940176684832788,6.119096509240246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-30,1676.63,782.582432491514,,0,802.8651071239732,0.9656786573669699,1.5889172933039597,-0.6232386359370139,-4.155143200549105,0.029387662624068108,0.03278419056716854,804.6675552846152,811.70699647954,-5.011129979667885,-10.173290895555397,3.0322910037584867,6.121834360027378,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-31,1676.29,782.582432491514,,0,802.1344797853735,0.9267532164670903,1.6573805550668699,-0.7306273385996747,-4.301345213418131,0.058910839806301615,0.048833053143654825,804.053077396984,811.1117039201928,0.0,-10.173290895555397,3.0322910037584867,6.12457221081451,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,1675.73,782.582432491514,,0,801.3922673707364,0.8894455218962285,1.6316579365333022,-0.7422124146371516,-4.478230629665063,0.07100873551454467,0.05435428273181777,803.4133301641747,810.5069059191093,0.0,-10.173290895555397,3.0322910037584867,6.1273100616016425,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-02,1675.52,775.4376100041924,,0,800.6383463859631,0.8198902913014428,1.573811276074667,-0.7539209847732309,-4.657419565394775,0.07580145239024161,0.06469668036541952,802.7479845119752,809.892486874451,-7.144822487321676,-16.235611790042526,3.700767728936199,6.1300479123887746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-03,1675.22,768.9202338800862,,0,799.8169531065851,0.8474711923382867,1.6688644717163044,-0.8213932793780714,-4.8329667989791005,0.09490643106512422,0.08226179202782308,802.0575606835498,809.264110996095,-6.517376124106136,-26.114709366432294,2.988313837165213,6.132785763175907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-04,1674.9,767.6325838191633,,0,798.9502871086385,0.8899707815878252,1.7566367795343862,-0.8666659979465976,-5.117138143668512,0.10158722533203463,0.10101478524685982,801.32654094874,808.6220425143844,-1.2876500609229424,-25.21176300166144,3.0838333606765884,6.135523613963039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-05,1674.75,762.2302967974929,,0,798.0105883444804,0.831969312696787,1.7716680768548538,-0.9396987641580381,-5.477757415429778,0.10312035775854884,0.12346719917222568,800.5440041751071,807.9632038803235,-5.402287021670418,-25.363265673689057,3.097836086974235,6.138261464750171,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-06,1674.16,769.8326275406341,,0,796.922384921707,0.7738378582563044,1.8620412810296694,-1.0882034227734039,-5.942722202266168,0.12972692168414207,0.16038460363332976,799.6950438604975,807.2824374230896,7.602330743141238,-12.749804950879934,5.146849467317368,6.140999315537303,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-07,1673.98,769.8326275406341,881.09,0,795.8583688653728,0.8252109155918173,1.88922697192615,-1.0640160563342533,-6.276110920000747,0.1398466023179385,0.17903917201308728,798.798456586212,806.5861016263299,0.0,-12.749804950879934,5.146849467317368,6.143737166324435,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-08,1673.64,769.8326275406341,,0,794.868835369618,0.8352643397814351,1.8247978355361354,-0.989533495754813,-6.523432001118408,0.12477418974807244,0.18026474915412227,797.8665377289093,805.8802808602431,0.0,-12.749804950879934,5.146849467317368,6.146475017111568,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-09,1673.56,766.7540104711277,,0,793.8830076415454,0.8127331721371469,1.798560900209873,-0.985827728072536,-6.755338744417713,0.09742651228309848,0.17667936535783402,796.9014893368496,805.1650466289577,-3.0786170695064357,-8.683599533064694,4.651525312245965,6.1492128678987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-10,1672.69,764.0068727190338,,0,792.8163627673737,0.8345720158046872,1.901216889976523,-1.0666448741717431,-7.000590339211385,0.07962828734550337,0.18138379829476348,795.9014050026766,804.434468673943,-2.747137752093863,-4.913361161052421,4.127430561362787,6.151950718685832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-11,1671.7,765.3130399828649,,0,791.74395776675,0.8567749939420276,1.9291799945656205,-1.0724050006236894,-7.206329341888477,0.056901782835215194,0.17389483292296257,794.8719293824067,803.6885219258236,1.306167263831071,-2.3195438362984078,4.182149520268359,6.154688569472964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-12,1670.91,776.5018271171173,,0,790.6315249043595,0.8102113002607696,1.9226441626512032,-1.1124328623905058,-7.3790634401209445,0.04828122319860955,0.160767645352386,793.8177774623895,802.9297634458827,11.18878713425238,14.27153031962439,5.363743377568613,6.157426420260096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-13,1670.28,795.3133931693255,,0,789.6716320659265,0.9436504291144039,1.9035432675472315,-0.9598928384330065,-7.250752855780547,0.05680344030150125,0.13659162311409137,792.7819556258494,802.1647644401457,18.811566052208263,25.480765628691415,8.216263575193718,6.160164271047228,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-14,1669.51,795.3133931693255,873.14,0,788.9784763026875,1.1906275835938016,1.8837833468329146,-0.6931557632390195,-6.879892562685313,0.1392460142373338,0.14134480371125674,791.79911383118,801.4015809138652,0.0,25.480765628691415,8.216263575193718,6.16290212183436,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-15,1669.2,795.3133931693255,,0,788.5059804413733,1.2949672123102816,1.7674630736246515,-0.47249586131420074,-6.362854928244701,0.2375412965888309,0.1826742753833344,790.8901345557164,800.6450205227404,0.0,25.480765628691415,8.216263575193718,6.165639972621492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-16,1669.01,791.8623941429664,,0,788.1033769280187,1.2992413575615158,1.7018448709160372,-0.4026035133545065,-5.779630713526672,0.3001313620504389,0.22624442174234036,790.0644730252127,799.8952316928433,-3.4509990263591135,25.108383671838737,8.268057474261848,6.168377823408624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,1668.6,788.0915896879848,,0,787.7158816572163,1.3700433229715523,1.7575385937739054,-0.3874952708024466,-5.100481110157375,0.3184592281286754,0.2637639469666943,789.3358328666188,799.1497128270518,-3.7708044549816577,24.084716968950943,8.40665165594112,6.1711156741957565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-18,1668.26,800.3232526072178,,0,787.2828431386357,1.3876048724152232,1.8206433909957909,-0.43303851858058806,-4.461114628114274,0.2941952988177938,0.28783440666926347,788.6985307768882,798.4099757756808,12.231662919233031,35.0102126243529,8.941511542764891,6.1738535249828885,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-19,1667.83,802.2645901218903,,0,787.0545140939213,1.5471747942672862,1.7755038389817672,-0.22832904471442816,-3.577010810438196,0.2412302320582685,0.32765856587652176,788.1875292325398,797.6836240558811,1.9413375146724547,25.762763004772978,8.549547845394333,6.176591375770021,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-20,1667.59,800.4861901552259,,0,787.1091754966785,1.7787049554173615,1.7240435526602125,0.05466140275723319,-2.5624565692479564,0.23114842513178127,0.3833000502655255,787.8214640083617,796.9799510371511,-1.778399966664324,5.172796985900391,5.459714417495333,6.179329226557153,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-21,1667.35,800.4861901552259,866.98,0,787.2418948596885,1.8464493314468733,1.713729968436763,0.13271936300998277,-1.7365814429989541,0.2466228153464803,0.42704890459370287,787.573380945076,796.300809221316,0.0,5.172796985900391,5.459714417495333,6.182067077344285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,1667.1,800.4861901552259,,0,787.4004522662028,1.7925733274053997,1.6340159208910607,0.15855740651431915,-1.1055281751704342,0.2655316991012478,0.45874801228353634,787.415448348623,795.6468159527053,0.0,5.172796985900391,5.459714417495333,6.184804928131417,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-23,1667.22,805.22771368603,,0,787.5036291509799,1.712991839887194,1.6098149551102299,0.10317688477709908,-0.5997477770388286,0.25651899631226194,0.46836855587434706,787.3297700947604,795.0157427577782,4.741523530804102,13.365319543063606,5.287205679813238,6.187542778918549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-24,1667.4,795.952809042437,,0,787.5970080668934,1.772246083713292,1.6788671677997158,0.09337891591349035,-0.11887359032289169,0.22462770970288834,0.4543672092260756,787.3127881532857,794.4066264266613,-9.274904643593004,7.86121935445226,6.534811670596489,6.190280629705681,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-25,1667.32,798.7136334227673,,0,787.6219350625561,1.8050981526616878,1.7801711569990604,0.02492699566266765,0.339091923920364,0.13002381722882322,0.4175568432795027,787.3612298567031,793.8174987303679,2.760824380330291,-1.6096191844504801,4.521972757946827,6.193018480492813,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-26,1667.37,799.1487247930012,,0,787.8159685909292,1.8966882740589044,1.70265474568579,0.1940335283730974,0.7614544970078896,0.05852034488049924,0.3631219960919945,787.4700090705612,793.25636701988,0.435091370233863,-3.115865328889072,4.436461023761683,6.195756331279945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-27,1667.29,794.6027388994283,,0,788.162750642082,2.0029670140743447,1.656184962921611,0.34678205115278615,1.0535751454034425,0.10171345260106955,0.3182438410908484,787.6205198056188,792.7262111995392,-4.5459858935728334,-5.883451255797581,4.69109697962743,6.198494182067077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-28,1667.12,794.6027388994283,867.29,0,788.3859208020252,1.9466351991640225,1.7234650392205941,0.2231701599432654,1.1440259423367252,0.1047758352676039,0.2805916547259464,787.7839520830956,792.2227970342764,0.0,-5.883451255797581,4.69109697962743,6.201232032854209,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-29,1666.82,794.6027388994283,,0,788.6202555625832,1.8896858763692839,1.6553511158114196,0.2343347605579993,1.2198032963804053,0.10805163606312326,0.2600768541571563,787.9582096968642,791.7479686488967,0.0,-5.883451255797581,4.69109697962743,6.203969883641341,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,1667.24,785.1700606424698,,0,788.7460289207736,1.7291198112982282,1.6033464531076955,0.12577335819037216,1.2423997697936784,0.10589007381567012,0.23278937625955076,788.1356953782632,791.30168695341,-9.432678256958525,-20.057653043560208,4.932949435614252,6.206707734428473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,1666.85,784.9812845518169,,0,788.6504965444396,1.7039926605583045,1.7995250368922426,-0.09553237633394929,1.0534884775462388,0.14699373418533093,0.2020210133521276,788.2861937321985,790.8769612592002,-0.18877609065293655,-10.97152449062014,4.088442314453867,6.209445585215605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-07-02,1666.7,786.5941744378679,,0,788.5769168426261,1.7773011572732165,1.8508808590868313,-0.07357970181351448,0.9549817800700566,0.16467115320206452,0.14967426135845646,788.4226197007799,790.4749136077556,1.6128898860509935,-12.119458984899438,3.9047987714204004,6.2121834360027375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-07-03,1666.46,772.5904894200918,,0,788.6706457295976,1.8262086490219298,1.7324797620503718,0.09372888697146209,0.8546771386684213,0.16318019349151608,0.11797495988802857,788.5447164348753,790.1033700285226,-14.003685017776093,-26.558235372909394,5.882442988820266,6.2149212867898695,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-07-04,1666.41,773.1994940581282,,0,788.714762510773,1.8630287606379587,1.8189119794626485,0.04411678117537576,0.5520118686910109,0.13056124058924118,0.11842562221021151,788.6235752732598,789.7621858752606,0.6090046380363674,-21.403244841300193,6.091576855087899,6.217659137577002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-07-05,1666.1,773.1994940581282,,0,788.5353478081043,1.786814948401547,1.9662296510703248,-0.17941470266862325,0.1494270060791223,0.1443395184475681,0.141836934547531,788.6449219884138,789.4463445240478,0.0,-21.403244841300193,6.091576855087899,6.220396988364135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-07-06,1665.83,773.1994940581282,,0,788.343801618996,1.694550922429198,1.8860971115373288,-0.19154618910829413,-0.2764539435871711,0.12848618989271537,0.15908788296776852,788.6054285679014,789.1603917472909,0.0,-21.403244841300193,6.091576855087899,6.223134839151267,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-07-07,1665.75,769.0463005573579,861.63,0,788.0378129570214,1.5538935592722694,1.8598822212470028,-0.30598866197465213,-0.7082159637521954,0.13912081412087074,0.18712039473583075,788.5042548587941,788.8997065503459,-4.153193500770271,-16.12376008511194,5.465357111505199,6.225872689938399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-07-08,1665.06,767.2677307658029,,0,787.6287732331223,1.6100916134140655,2.019131337313279,-0.40903972389912724,-1.0217233113173734,0.18112439757892454,0.22085265851689584,788.3582943857488,788.658371145796,-1.7785697915550145,-17.713553786014018,5.395423018750918,6.228610540725531,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-07-09,1664.52,761.2591185654844,,0,787.2619057332018,1.6585915397299353,2.025459039650302,-0.36686749992043133,-1.3150111094242902,0.194982467316943,0.24160847021446588,788.1704356558309,788.4376677488513,-6.008612200318453,-25.335055872383464,5.184830759857884,6.231348391512663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-07-10,1664.12,760.4203094011397,,0,786.769957874415,1.5462936501340598,2.03824150892071,-0.4919478587868298,-1.900687855182582,0.17901821290803718,0.262288754580274,787.8989088193763,788.2361209190859,-0.8388091643447524,-12.170180018952124,2.4641156139498546,6.234086242299795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2014-07-11,1663.52,766.0504196587257,,0,786.2119008860448,1.5207147101951355,2.07877169856555,-0.5580569883702537,-2.5028616247282116,0.14315019225006215,0.261918766535987,787.5413571587009,788.0517190230624,5.630110257586011,-7.14907439940248,3.6881830694019344,6.236824093086927,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
